,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
1064,KwaZulu-Natal,KZDMA27 [St Lucia Park],AFRICAN NATIONAL CONGRESS,DMA DC 60%,110,37.08
1065,KwaZulu-Natal,KZDMA27 [St Lucia Park],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,33,37.08
1066,KwaZulu-Natal,KZDMA27 [St Lucia Park],INKATHA FREEDOM PARTY,DMA DC 60%,625,37.08
1067,KwaZulu-Natal,KZDMA43 [Mkhomazi Wilderness area],AFRICAN NATIONAL CONGRESS,DMA DC 60%,121,33.82
1068,KwaZulu-Natal,KZDMA43 [Mkhomazi Wilderness area],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,19,33.82
1069,KwaZulu-Natal,KZDMA43 [Mkhomazi Wilderness area],INKATHA FREEDOM PARTY,DMA DC 60%,59,33.82
1070,Limpopo,CBDMA4 [Kruger Park],AFRICAN NATIONAL CONGRESS,DMA DC 60%,301,17.19
1071,Limpopo,CBDMA4 [Kruger Park],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,121,17.19
1072,Limpopo,CBDMA4 [Kruger Park],PAN AFRICANIST CONGRESS OF AZANIA,DMA DC 60%,31,17.19
1073,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],AFRICAN NATIONAL CONGRESS,PR,51825,43.26
1074,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],AFRICAN NATIONAL CONGRESS,WARD,48851,43.26
1075,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3291,43.26
1076,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2390,43.26
1077,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],INDEPENDENT,WARD,3617,43.26
1078,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],PAN AFRICANIST CONGRESS OF AZANIA,PR,7266,43.26
1079,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],PAN AFRICANIST CONGRESS OF AZANIA,WARD,8348,43.26
1080,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],UNITED DEMOCRATIC MOVEMENT,PR,1644,43.26
1081,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],UNITED DEMOCRATIC MOVEMENT,WARD,694,43.26
1082,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],XIMOKO PARTY,PR,908,43.26
1083,Limpopo,CBLC6 - Bushbuckridge [Bushbuckridge],XIMOKO PARTY,WARD,311,43.26
1084,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],AFRICAN NATIONAL CONGRESS,PR,33428,44.27
1085,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],AFRICAN NATIONAL CONGRESS,WARD,34356,44.27
1086,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],AZANIAN PEOPLE'S ORGANISATION,PR,870,44.27
1087,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],AZANIAN PEOPLE'S ORGANISATION,WARD,596,44.27
1088,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1422,44.27
1089,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1114,44.27
1090,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],PAN AFRICANIST CONGRESS OF AZANIA,PR,1693,44.27
1091,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1132,44.27
1092,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],UNITED DEMOCRATIC MOVEMENT,PR,2463,44.27
1093,Limpopo,NP03A2 - Makhuduthamaga [Ngwaritsi],UNITED DEMOCRATIC MOVEMENT,WARD,2678,44.27
1094,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,236,48.05
1095,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,167,48.05
1096,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AFRICAN NATIONAL CONGRESS,PR,12120,48.05
1097,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AFRICAN NATIONAL CONGRESS,WARD,11835,48.05
1098,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AZANIAN PEOPLE'S ORGANISATION,PR,853,48.05
1099,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],AZANIAN PEOPLE'S ORGANISATION,WARD,700,48.05
1100,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,439,48.05
1101,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,381,48.05
1102,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],INDEPENDENT,WARD,797,48.05
1103,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],PAN AFRICANIST CONGRESS OF AZANIA,PR,730,48.05
1104,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],PAN AFRICANIST CONGRESS OF AZANIA,WARD,644,48.05
1105,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],UNITED DEMOCRATIC MOVEMENT,PR,1652,48.05
1106,Limpopo,NP03A3 - Fetakgomo [Fetakgomo ],UNITED DEMOCRATIC MOVEMENT,WARD,1575,48.05
1107,Limpopo,NP04A1 - Drakensberg [Hoedspruit],AFRICAN NATIONAL CONGRESS,PR,13052,55.01
1108,Limpopo,NP04A1 - Drakensberg [Hoedspruit],AFRICAN NATIONAL CONGRESS,WARD,13172,55.01
1109,Limpopo,NP04A1 - Drakensberg [Hoedspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1451,55.01
1110,Limpopo,NP04A1 - Drakensberg [Hoedspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1471,55.01
1111,Limpopo,NP04A1 - Drakensberg [Hoedspruit],PAN AFRICANIST CONGRESS OF AZANIA,PR,703,55.01
1112,Limpopo,NP04A1 - Drakensberg [Hoedspruit],PAN AFRICANIST CONGRESS OF AZANIA,WARD,508,55.01
1113,Limpopo,NP04A1 - Drakensberg [Hoedspruit],UNITED DEMOCRATIC MOVEMENT,PR,1514,55.01
1114,Limpopo,NP04A1 - Drakensberg [Hoedspruit],UNITED DEMOCRATIC MOVEMENT,WARD,1613,55.01
1115,Limpopo,NP331 - Greater Giyani [Giyani],AFRICAN NATIONAL CONGRESS,PR,32393,49.57
1116,Limpopo,NP331 - Greater Giyani [Giyani],AFRICAN NATIONAL CONGRESS,WARD,32440,49.57
1117,Limpopo,NP331 - Greater Giyani [Giyani],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,764,49.57
1118,Limpopo,NP331 - Greater Giyani [Giyani],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,193,49.57
1119,Limpopo,NP331 - Greater Giyani [Giyani],UNITED DEMOCRATIC MOVEMENT,PR,2312,49.57
1120,Limpopo,NP331 - Greater Giyani [Giyani],UNITED DEMOCRATIC MOVEMENT,WARD,2682,49.57
1121,Limpopo,NP331 - Greater Giyani [Giyani],XIMOKO PARTY,PR,4145,49.57
1122,Limpopo,NP331 - Greater Giyani [Giyani],XIMOKO PARTY,WARD,4276,49.57
1123,Limpopo,NP332 - Greater Letaba [Duiwelskloof],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1551,47.32
1124,Limpopo,NP332 - Greater Letaba [Duiwelskloof],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1603,47.32
1125,Limpopo,NP332 - Greater Letaba [Duiwelskloof],AFRICAN NATIONAL CONGRESS,PR,30545,47.32
1126,Limpopo,NP332 - Greater Letaba [Duiwelskloof],AFRICAN NATIONAL CONGRESS,WARD,25415,47.32
1127,Limpopo,NP332 - Greater Letaba [Duiwelskloof],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1499,47.32
1128,Limpopo,NP332 - Greater Letaba [Duiwelskloof],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1138,47.32
1129,Limpopo,NP332 - Greater Letaba [Duiwelskloof],INDEPENDENT,WARD,662,47.32
1130,Limpopo,NP332 - Greater Letaba [Duiwelskloof],XIMOKO PARTY,PR,565,47.32
1131,Limpopo,NP332 - Greater Letaba [Duiwelskloof],XIMOKO PARTY,WARD,291,47.32
1132,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1345,41.99
1133,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,733,41.99
1134,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AFRICAN NATIONAL CONGRESS,PR,43722,41.99
1135,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AFRICAN NATIONAL CONGRESS,WARD,43101,41.99
1136,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AZANIAN PEOPLE'S ORGANISATION,PR,1292,41.99
1137,Limpopo,NP333 - Greater Tzaneen [Tzaneen],AZANIAN PEOPLE'S ORGANISATION,WARD,442,41.99
1138,Limpopo,NP333 - Greater Tzaneen [Tzaneen],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5074,41.99
1139,Limpopo,NP333 - Greater Tzaneen [Tzaneen],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4932,41.99
1140,Limpopo,NP333 - Greater Tzaneen [Tzaneen],INDEPENDENT,WARD,4510,41.99
1141,Limpopo,NP333 - Greater Tzaneen [Tzaneen],INKATHA FREEDOM PARTY,PR,495,41.99
1142,Limpopo,NP333 - Greater Tzaneen [Tzaneen],INKATHA FREEDOM PARTY,WARD,499,41.99
1143,Limpopo,NP333 - Greater Tzaneen [Tzaneen],UNITED DEMOCRATIC MOVEMENT,PR,3333,41.99
1144,Limpopo,NP333 - Greater Tzaneen [Tzaneen],UNITED DEMOCRATIC MOVEMENT,WARD,2438,41.99
1145,Limpopo,NP333 - Greater Tzaneen [Tzaneen],XIMOKO PARTY,PR,921,41.99
1146,Limpopo,NP333 - Greater Tzaneen [Tzaneen],XIMOKO PARTY,WARD,324,41.99
1147,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,788,44.6
1148,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,705,44.6
1149,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],AFRICAN NATIONAL CONGRESS,PR,15966,44.6
1150,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],AFRICAN NATIONAL CONGRESS,WARD,14318,44.6
1151,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2272,44.6
1152,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2233,44.6
1153,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],INDEPENDENT,WARD,2069,44.6
1154,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],UNITED DEMOCRATIC MOVEMENT,PR,812,44.6
1155,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],UNITED DEMOCRATIC MOVEMENT,WARD,721,44.6
1156,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],XIMOKO PARTY,PR,385,44.6
1157,Limpopo,NP334 - Ba-Phalaborwa [Phalaborwa],XIMOKO PARTY,WARD,164,44.6
1158,Limpopo,NP341 - Musina [Messina],AFRICAN NATIONAL CONGRESS,PR,4072,43.47
1159,Limpopo,NP341 - Musina [Messina],AFRICAN NATIONAL CONGRESS,WARD,4040,43.47
1160,Limpopo,NP341 - Musina [Messina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1064,43.47
1161,Limpopo,NP341 - Musina [Messina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,637,43.47
1162,Limpopo,NP341 - Musina [Messina],INDEPENDENT,WARD,386,43.47
1163,Limpopo,NP342 - Mutale [Mutale/Masisi],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,599,47.71
1164,Limpopo,NP342 - Mutale [Mutale/Masisi],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,280,47.71
1165,Limpopo,NP342 - Mutale [Mutale/Masisi],AFRICAN NATIONAL CONGRESS,PR,11045,47.71
1166,Limpopo,NP342 - Mutale [Mutale/Masisi],AFRICAN NATIONAL CONGRESS,WARD,11213,47.71
1167,Limpopo,NP342 - Mutale [Mutale/Masisi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1537,47.71
1168,Limpopo,NP342 - Mutale [Mutale/Masisi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1537,47.71
1169,Limpopo,NP342 - Mutale [Mutale/Masisi],INDEPENDENT,WARD,208,47.71
1170,Limpopo,NP343 - NP343 [Thohoyandou],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,2385,41.81
1171,Limpopo,NP343 - NP343 [Thohoyandou],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,2457,41.81
1172,Limpopo,NP343 - NP343 [Thohoyandou],AFRICAN NATIONAL CONGRESS,PR,59625,41.81
1173,Limpopo,NP343 - NP343 [Thohoyandou],AFRICAN NATIONAL CONGRESS,WARD,61482,41.81
1174,Limpopo,NP343 - NP343 [Thohoyandou],AZANIAN PEOPLE'S ORGANISATION,PR,2048,41.81
1175,Limpopo,NP343 - NP343 [Thohoyandou],AZANIAN PEOPLE'S ORGANISATION,WARD,1420,41.81
1176,Limpopo,NP343 - NP343 [Thohoyandou],DABALORIVHUWA PATRIOTIC FRONT,PR,3699,41.81
1177,Limpopo,NP343 - NP343 [Thohoyandou],DABALORIVHUWA PATRIOTIC FRONT,WARD,2605,41.81
1178,Limpopo,NP343 - NP343 [Thohoyandou],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,4632,41.81
1179,Limpopo,NP343 - NP343 [Thohoyandou],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4897,41.81
1180,Limpopo,NP343 - NP343 [Thohoyandou],PAN AFRICANIST CONGRESS OF AZANIA,PR,2164,41.81
1181,Limpopo,NP343 - NP343 [Thohoyandou],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1775,41.81
1182,Limpopo,NP343 - NP343 [Thohoyandou],UNITED DEMOCRATIC MOVEMENT,PR,2111,41.81
1183,Limpopo,NP343 - NP343 [Thohoyandou],UNITED DEMOCRATIC MOVEMENT,WARD,1727,41.81
1184,Limpopo,NP343 - NP343 [Thohoyandou],XIMOKO PARTY,PR,1894,41.81
1185,Limpopo,NP343 - NP343 [Thohoyandou],XIMOKO PARTY,WARD,2003,41.81
1186,Limpopo,NP344 - NP344 [Louis Trichardt],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,2671,49.24
1187,Limpopo,NP344 - NP344 [Louis Trichardt],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,3235,49.24
1188,Limpopo,NP344 - NP344 [Louis Trichardt],AFRICAN NATIONAL CONGRESS,PR,70521,49.24
1189,Limpopo,NP344 - NP344 [Louis Trichardt],AFRICAN NATIONAL CONGRESS,WARD,71536,49.24
1190,Limpopo,NP344 - NP344 [Louis Trichardt],AZANIAN PEOPLE'S ORGANISATION,PR,937,49.24
1191,Limpopo,NP344 - NP344 [Louis Trichardt],AZANIAN PEOPLE'S ORGANISATION,WARD,266,49.24
1192,Limpopo,NP344 - NP344 [Louis Trichardt],DABALORIVHUWA PATRIOTIC FRONT,PR,1748,49.24
1193,Limpopo,NP344 - NP344 [Louis Trichardt],DABALORIVHUWA PATRIOTIC FRONT,WARD,809,49.24
1194,Limpopo,NP344 - NP344 [Louis Trichardt],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5293,49.24
1195,Limpopo,NP344 - NP344 [Louis Trichardt],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,5502,49.24
1196,Limpopo,NP344 - NP344 [Louis Trichardt],INDEPENDENT,WARD,1496,49.24
1197,Limpopo,NP344 - NP344 [Louis Trichardt],PAN AFRICANIST CONGRESS OF AZANIA,PR,1376,49.24
1198,Limpopo,NP344 - NP344 [Louis Trichardt],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1490,49.24
1199,Limpopo,NP344 - NP344 [Louis Trichardt],UNITED DEMOCRATIC MOVEMENT,PR,1559,49.24
1200,Limpopo,NP344 - NP344 [Louis Trichardt],UNITED DEMOCRATIC MOVEMENT,WARD,779,49.24
1201,Limpopo,NP344 - NP344 [Louis Trichardt],XIMOKO PARTY,PR,1996,49.24
1202,Limpopo,NP344 - NP344 [Louis Trichardt],XIMOKO PARTY,WARD,1349,49.24
1203,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN NATIONAL CONGRESS,PR,18607,41.77
1204,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN NATIONAL CONGRESS,WARD,11592,41.77
1205,Limpopo,NP351 - Blouberg [Bochum/My Darling],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2528,41.77
1206,Limpopo,NP351 - Blouberg [Bochum/My Darling],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1895,41.77
1207,Limpopo,NP352 - Aganang [Moletje/Matlala],AFRICAN NATIONAL CONGRESS,PR,22232,50.63
1208,Limpopo,NP352 - Aganang [Moletje/Matlala],AFRICAN NATIONAL CONGRESS,WARD,22808,50.63
1209,Limpopo,NP352 - Aganang [Moletje/Matlala],AZANIAN PEOPLE'S ORGANISATION,PR,579,50.63
1210,Limpopo,NP352 - Aganang [Moletje/Matlala],AZANIAN PEOPLE'S ORGANISATION,WARD,121,50.63
1211,Limpopo,NP352 - Aganang [Moletje/Matlala],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1865,50.63
1212,Limpopo,NP352 - Aganang [Moletje/Matlala],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1711,50.63
1213,Limpopo,NP352 - Aganang [Moletje/Matlala],UNITED DEMOCRATIC MOVEMENT,PR,905,50.63
1214,Limpopo,NP352 - Aganang [Moletje/Matlala],UNITED DEMOCRATIC MOVEMENT,WARD,345,50.63
1215,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN NATIONAL CONGRESS,PR,13081,43.09
1216,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN NATIONAL CONGRESS,WARD,12450,43.09
1217,Limpopo,NP353 - Molemole [Dendron/Dikgale],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1081,43.09
1218,Limpopo,NP353 - Molemole [Dendron/Dikgale],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1113,43.09
1219,Limpopo,NP353 - Molemole [Dendron/Dikgale],INDEPENDENT,WARD,261,43.09
1220,Limpopo,NP353 - Molemole [Dendron/Dikgale],PAN AFRICANIST CONGRESS OF AZANIA,PR,1129,43.09
1221,Limpopo,NP353 - Molemole [Dendron/Dikgale],PAN AFRICANIST CONGRESS OF AZANIA,WARD,666,43.09
1222,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1786,40.94
1223,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1933,40.94
1224,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN NATIONAL CONGRESS,PR,52561,40.94
1225,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN NATIONAL CONGRESS,WARD,51259,40.94
1226,Limpopo,NP354 - Polokwane [Pietersburg],ALLIANSIE NOORD,PR,800,40.94
1227,Limpopo,NP354 - Polokwane [Pietersburg],ALLIANSIE NOORD,WARD,479,40.94
1228,Limpopo,NP354 - Polokwane [Pietersburg],AZANIAN PEOPLE'S ORGANISATION,PR,1814,40.94
1229,Limpopo,NP354 - Polokwane [Pietersburg],AZANIAN PEOPLE'S ORGANISATION,WARD,1479,40.94
1230,Limpopo,NP354 - Polokwane [Pietersburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,9300,40.94
1231,Limpopo,NP354 - Polokwane [Pietersburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,9618,40.94
1232,Limpopo,NP354 - Polokwane [Pietersburg],INDEPENDENT,WARD,3778,40.94
1233,Limpopo,NP354 - Polokwane [Pietersburg],PAN AFRICANIST CONGRESS OF AZANIA,PR,1481,40.94
1234,Limpopo,NP354 - Polokwane [Pietersburg],PAN AFRICANIST CONGRESS OF AZANIA,WARD,412,40.94
1235,Limpopo,NP354 - Polokwane [Pietersburg],UNITED DEMOCRATIC MOVEMENT,PR,1457,40.94
1236,Limpopo,NP354 - Polokwane [Pietersburg],UNITED DEMOCRATIC MOVEMENT,WARD,752,40.94
1237,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1049,42.19
1238,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1127,42.19
1239,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AFRICAN NATIONAL CONGRESS,PR,26932,42.19
1240,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AFRICAN NATIONAL CONGRESS,WARD,27094,42.19
1241,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AZANIAN PEOPLE'S ORGANISATION,PR,1637,42.19
1242,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],AZANIAN PEOPLE'S ORGANISATION,WARD,1599,42.19
1243,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1572,42.19
1244,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1639,42.19
1245,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],INDEPENDENT,WARD,245,42.19
1246,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],INKATHA FREEDOM PARTY,PR,359,42.19
1247,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],INKATHA FREEDOM PARTY,WARD,291,42.19
1248,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],UNITED DEMOCRATIC MOVEMENT,PR,1010,42.19
1249,Limpopo,NP355 - Lepelle-Nkumpi [Lebowakgomo],UNITED DEMOCRATIC MOVEMENT,WARD,585,42.19
1250,Limpopo,NP361 - Thabazimbi [Thabazimbi],AFRICAN NATIONAL CONGRESS,PR,5800,46.45
1251,Limpopo,NP361 - Thabazimbi [Thabazimbi],AFRICAN NATIONAL CONGRESS,WARD,5659,46.45
1252,Limpopo,NP361 - Thabazimbi [Thabazimbi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1195,46.45
1253,Limpopo,NP361 - Thabazimbi [Thabazimbi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,795,46.45
1254,Limpopo,NP361 - Thabazimbi [Thabazimbi],INDEPENDENT,WARD,158,46.45
1255,Limpopo,NP361 - Thabazimbi [Thabazimbi],THABANORTH INWONERSVERENIGING,PR,1045,46.45
1256,Limpopo,NP361 - Thabazimbi [Thabazimbi],THABANORTH INWONERSVERENIGING,WARD,1473,46.45
1257,Limpopo,NP361 - Thabazimbi [Thabazimbi],UNITED DEMOCRATIC MOVEMENT,PR,527,46.45
1258,Limpopo,NP361 - Thabazimbi [Thabazimbi],UNITED DEMOCRATIC MOVEMENT,WARD,472,46.45
1259,Limpopo,NP362 - Lephalale [Ellisras],AFRICAN NATIONAL CONGRESS,PR,14679,51.17
1260,Limpopo,NP362 - Lephalale [Ellisras],AFRICAN NATIONAL CONGRESS,WARD,14565,51.17
1261,Limpopo,NP362 - Lephalale [Ellisras],ALLIANSIE NOORD,PR,595,51.17
1262,Limpopo,NP362 - Lephalale [Ellisras],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1938,51.17
1263,Limpopo,NP362 - Lephalale [Ellisras],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1471,51.17
1264,Limpopo,NP362 - Lephalale [Ellisras],INDEPENDENT,WARD,1159,51.17
1265,Limpopo,NP364 - NP364 [Naboomspruit],AFRICAN NATIONAL CONGRESS,PR,2852,37.41
1266,Limpopo,NP364 - NP364 [Naboomspruit],AFRICAN NATIONAL CONGRESS,WARD,2906,37.41
1267,Limpopo,NP364 - NP364 [Naboomspruit],ALLIANSIE NOORD,PR,674,37.41
1268,Limpopo,NP364 - NP364 [Naboomspruit],ALLIANSIE NOORD,WARD,94,37.41
1269,Limpopo,NP364 - NP364 [Naboomspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,967,37.41
1270,Limpopo,NP364 - NP364 [Naboomspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1076,37.41
1271,Limpopo,NP364 - NP364 [Naboomspruit],UNITED DEMOCRATIC MOVEMENT,PR,202,37.41
1272,Limpopo,NP364 - NP364 [Naboomspruit],UNITED DEMOCRATIC MOVEMENT,WARD,200,37.41
1273,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,629,46.6
1274,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,458,46.6
1275,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN NATIONAL CONGRESS,PR,6328,46.6
1276,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN NATIONAL CONGRESS,WARD,6074,46.6
1277,Limpopo,NP365 - Modimolle [Nylstroom],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3166,46.6
1278,Limpopo,NP365 - Modimolle [Nylstroom],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,3123,46.6
1279,Limpopo,NP365 - Modimolle [Nylstroom],INDEPENDENT,WARD,504,46.6
1280,Limpopo,NP366 - Bela Bela [Warmbath],AFRICAN NATIONAL CONGRESS,PR,6561,42.76
1281,Limpopo,NP366 - Bela Bela [Warmbath],AFRICAN NATIONAL CONGRESS,WARD,6495,42.76
1282,Limpopo,NP366 - Bela Bela [Warmbath],AKSIE EENHEID BELASTINGBETALERS/ACTION UNITY RATEPAYERS,PR,858,42.76
1283,Limpopo,NP366 - Bela Bela [Warmbath],AKSIE EENHEID BELASTINGBETALERS/ACTION UNITY RATEPAYERS,WARD,935,42.76
