,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
1584,Limpopo,NP341 - Musina [Messina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,935,47.04
1585,Limpopo,NP341 - Musina [Messina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,844,47.04
1586,Limpopo,NP341 - Musina [Messina],INDEPENDENT,WARD,108,47.04
1587,Limpopo,NP341 - Musina [Messina],PAN AFRICANIST CONGRESS OF AZANIA,PR,236,47.04
1588,Limpopo,NP341 - Musina [Messina],PAN AFRICANIST CONGRESS OF AZANIA,WARD,272,47.04
1589,Limpopo,NP341 - Musina [Messina],UNITED DEMOCRATIC MOVEMENT,PR,91,47.04
1590,Limpopo,NP341 - Musina [Messina],UNITED DEMOCRATIC MOVEMENT,WARD,100,47.04
1591,Limpopo,NP341 - Musina [Messina],XIMOKO PARTY,PR,45,47.04
1592,Limpopo,NP341 - Musina [Messina],XIMOKO PARTY,WARD,54,47.04
1593,Limpopo,NP342 - Mutale [Mutale-Masisi],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,443,57.7
1594,Limpopo,NP342 - Mutale [Mutale-Masisi],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,440,57.7
1595,Limpopo,NP342 - Mutale [Mutale-Masisi],AFRICAN NATIONAL CONGRESS,PR,18390,57.7
1596,Limpopo,NP342 - Mutale [Mutale-Masisi],AFRICAN NATIONAL CONGRESS,WARD,18111,57.7
1597,Limpopo,NP342 - Mutale [Mutale-Masisi],AZANIAN PEOPLE'S ORGANISATION,PR,583,57.7
1598,Limpopo,NP342 - Mutale [Mutale-Masisi],AZANIAN PEOPLE'S ORGANISATION,WARD,503,57.7
1599,Limpopo,NP342 - Mutale [Mutale-Masisi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,949,57.7
1600,Limpopo,NP342 - Mutale [Mutale-Masisi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,919,57.7
1601,Limpopo,NP342 - Mutale [Mutale-Masisi],INDEPENDENT,WARD,668,57.7
1602,Limpopo,NP342 - Mutale [Mutale-Masisi],INDEPENDENT DEMOCRATS,PR,79,57.7
1603,Limpopo,NP342 - Mutale [Mutale-Masisi],INDEPENDENT DEMOCRATS,WARD,39,57.7
1604,Limpopo,NP342 - Mutale [Mutale-Masisi],PAN AFRICANIST CONGRESS OF AZANIA,PR,154,57.7
1605,Limpopo,NP342 - Mutale [Mutale-Masisi],PAN AFRICANIST CONGRESS OF AZANIA,WARD,107,57.7
1606,Limpopo,NP342 - Mutale [Mutale-Masisi],UNITED DEMOCRATIC MOVEMENT,PR,173,57.7
1607,Limpopo,NP342 - Mutale [Mutale-Masisi],UNITED DEMOCRATIC MOVEMENT,WARD,76,57.7
1608,Limpopo,NP343 - Thulamela [Thohoyandou],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,2657,47.63
1609,Limpopo,NP343 - Thulamela [Thohoyandou],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,2837,47.63
1610,Limpopo,NP343 - Thulamela [Thohoyandou],AFRICAN NATIONAL CONGRESS,PR,97978,47.63
1611,Limpopo,NP343 - Thulamela [Thohoyandou],AFRICAN NATIONAL CONGRESS,WARD,98237,47.63
1612,Limpopo,NP343 - Thulamela [Thohoyandou],AZANIAN PEOPLE'S ORGANISATION,PR,593,47.63
1613,Limpopo,NP343 - Thulamela [Thohoyandou],AZANIAN PEOPLE'S ORGANISATION,WARD,170,47.63
1614,Limpopo,NP343 - Thulamela [Thohoyandou],BLACK CONSCIOUSNESS PARTY,PR,730,47.63
1615,Limpopo,NP343 - Thulamela [Thohoyandou],BLACK CONSCIOUSNESS PARTY,WARD,579,47.63
1616,Limpopo,NP343 - Thulamela [Thohoyandou],DABALORIVHUWA PATRIOTIC FRONT,PR,798,47.63
1617,Limpopo,NP343 - Thulamela [Thohoyandou],DABALORIVHUWA PATRIOTIC FRONT,WARD,440,47.63
1618,Limpopo,NP343 - Thulamela [Thohoyandou],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3607,47.63
1619,Limpopo,NP343 - Thulamela [Thohoyandou],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,3726,47.63
1620,Limpopo,NP343 - Thulamela [Thohoyandou],INDEPENDENT,WARD,672,47.63
1621,Limpopo,NP343 - Thulamela [Thohoyandou],INDEPENDENT DEMOCRATS,PR,1066,47.63
1622,Limpopo,NP343 - Thulamela [Thohoyandou],INDEPENDENT DEMOCRATS,WARD,1374,47.63
1623,Limpopo,NP343 - Thulamela [Thohoyandou],PAN AFRICANIST CONGRESS OF AZANIA,PR,2668,47.63
1624,Limpopo,NP343 - Thulamela [Thohoyandou],PAN AFRICANIST CONGRESS OF AZANIA,WARD,2864,47.63
1625,Limpopo,NP343 - Thulamela [Thohoyandou],UNITED DEMOCRATIC MOVEMENT,PR,1304,47.63
1626,Limpopo,NP343 - Thulamela [Thohoyandou],UNITED DEMOCRATIC MOVEMENT,WARD,789,47.63
1627,Limpopo,NP343 - Thulamela [Thohoyandou],XIMOKO PARTY,PR,1792,47.63
1628,Limpopo,NP343 - Thulamela [Thohoyandou],XIMOKO PARTY,WARD,1632,47.63
1629,Limpopo,NP344 - Makhado [Louis Trichardt],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,2278,47.97
1630,Limpopo,NP344 - Makhado [Louis Trichardt],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1976,47.97
1631,Limpopo,NP344 - Makhado [Louis Trichardt],AFRICAN NATIONAL CONGRESS,PR,86525,47.97
1632,Limpopo,NP344 - Makhado [Louis Trichardt],AFRICAN NATIONAL CONGRESS,WARD,82319,47.97
1633,Limpopo,NP344 - Makhado [Louis Trichardt],AZANIAN PEOPLE'S ORGANISATION,PR,554,47.97
1634,Limpopo,NP344 - Makhado [Louis Trichardt],AZANIAN PEOPLE'S ORGANISATION,WARD,271,47.97
1635,Limpopo,NP344 - Makhado [Louis Trichardt],DABALORIVHUWA PATRIOTIC FRONT,PR,354,47.97
1636,Limpopo,NP344 - Makhado [Louis Trichardt],DABALORIVHUWA PATRIOTIC FRONT,WARD,71,47.97
1637,Limpopo,NP344 - Makhado [Louis Trichardt],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5071,47.97
1638,Limpopo,NP344 - Makhado [Louis Trichardt],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,6536,47.97
1639,Limpopo,NP344 - Makhado [Louis Trichardt],INDEPENDENT,WARD,2936,47.97
1640,Limpopo,NP344 - Makhado [Louis Trichardt],INDEPENDENT DEMOCRATS,PR,2705,47.97
1641,Limpopo,NP344 - Makhado [Louis Trichardt],INDEPENDENT DEMOCRATS,WARD,3161,47.97
1642,Limpopo,NP344 - Makhado [Louis Trichardt],PAN AFRICANIST CONGRESS OF AZANIA,PR,915,47.97
1643,Limpopo,NP344 - Makhado [Louis Trichardt],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1186,47.97
1644,Limpopo,NP344 - Makhado [Louis Trichardt],UNITED DEMOCRATIC MOVEMENT,PR,660,47.97
1645,Limpopo,NP344 - Makhado [Louis Trichardt],UNITED DEMOCRATIC MOVEMENT,WARD,978,47.97
1646,Limpopo,NP344 - Makhado [Louis Trichardt],VRYHEIDSFRONT PLUS,PR,461,47.97
1647,Limpopo,NP344 - Makhado [Louis Trichardt],VRYHEIDSFRONT PLUS,WARD,555,47.97
1648,Limpopo,NP344 - Makhado [Louis Trichardt],XIMOKO PARTY,PR,1352,47.97
1649,Limpopo,NP344 - Makhado [Louis Trichardt],XIMOKO PARTY,WARD,1199,47.97
1650,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,487,51.28
1651,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,406,51.28
1652,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN NATIONAL CONGRESS,PR,26475,51.28
1653,Limpopo,NP351 - Blouberg [Bochum/My Darling],AFRICAN NATIONAL CONGRESS,WARD,25986,51.28
1654,Limpopo,NP351 - Blouberg [Bochum/My Darling],AZANIAN PEOPLE'S ORGANISATION,PR,262,51.28
1655,Limpopo,NP351 - Blouberg [Bochum/My Darling],AZANIAN PEOPLE'S ORGANISATION,WARD,166,51.28
1656,Limpopo,NP351 - Blouberg [Bochum/My Darling],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2145,51.28
1657,Limpopo,NP351 - Blouberg [Bochum/My Darling],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2087,51.28
1658,Limpopo,NP351 - Blouberg [Bochum/My Darling],INDEPENDENT,WARD,1231,51.28
1659,Limpopo,NP351 - Blouberg [Bochum/My Darling],UNITED DEMOCRATIC MOVEMENT,PR,427,51.28
1660,Limpopo,NP351 - Blouberg [Bochum/My Darling],UNITED DEMOCRATIC MOVEMENT,WARD,122,51.28
1661,Limpopo,NP351 - Blouberg [Bochum/My Darling],UNITED INDEPENDENT FRONT,PR,730,51.28
1662,Limpopo,NP351 - Blouberg [Bochum/My Darling],UNITED INDEPENDENT FRONT,WARD,701,51.28
1663,Limpopo,NP352 - Aganang [Moletji/Matlala],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,561,47.92
1664,Limpopo,NP352 - Aganang [Moletji/Matlala],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,314,47.92
1665,Limpopo,NP352 - Aganang [Moletji/Matlala],AFRICAN NATIONAL CONGRESS,PR,23237,47.92
1666,Limpopo,NP352 - Aganang [Moletji/Matlala],AFRICAN NATIONAL CONGRESS,WARD,22987,47.92
1667,Limpopo,NP352 - Aganang [Moletji/Matlala],AZANIAN PEOPLE'S ORGANISATION,PR,493,47.92
1668,Limpopo,NP352 - Aganang [Moletji/Matlala],AZANIAN PEOPLE'S ORGANISATION,WARD,455,47.92
1669,Limpopo,NP352 - Aganang [Moletji/Matlala],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1597,47.92
1670,Limpopo,NP352 - Aganang [Moletji/Matlala],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1760,47.92
1671,Limpopo,NP352 - Aganang [Moletji/Matlala],INDEPENDENT,WARD,244,47.92
1672,Limpopo,NP352 - Aganang [Moletji/Matlala],UNITED INDEPENDENT FRONT,PR,1467,47.92
1673,Limpopo,NP352 - Aganang [Moletji/Matlala],UNITED INDEPENDENT FRONT,WARD,1716,47.92
1674,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,331,47.24
1675,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,224,47.24
1676,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN NATIONAL CONGRESS,PR,17359,47.24
1677,Limpopo,NP353 - Molemole [Dendron/Dikgale],AFRICAN NATIONAL CONGRESS,WARD,17512,47.24
1678,Limpopo,NP353 - Molemole [Dendron/Dikgale],AZANIAN PEOPLE'S ORGANISATION,PR,91,47.24
1679,Limpopo,NP353 - Molemole [Dendron/Dikgale],AZANIAN PEOPLE'S ORGANISATION,WARD,78,47.24
1680,Limpopo,NP353 - Molemole [Dendron/Dikgale],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,975,47.24
1681,Limpopo,NP353 - Molemole [Dendron/Dikgale],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1047,47.24
1682,Limpopo,NP353 - Molemole [Dendron/Dikgale],PAN AFRICANIST CONGRESS OF AZANIA,PR,272,47.24
1683,Limpopo,NP353 - Molemole [Dendron/Dikgale],PAN AFRICANIST CONGRESS OF AZANIA,WARD,190,47.24
1684,Limpopo,NP353 - Molemole [Dendron/Dikgale],UNITED DEMOCRATIC MOVEMENT,PR,227,47.24
1685,Limpopo,NP353 - Molemole [Dendron/Dikgale],UNITED DEMOCRATIC MOVEMENT,WARD,141,47.24
1686,Limpopo,NP353 - Molemole [Dendron/Dikgale],UNITED INDEPENDENT FRONT,PR,100,47.24
1687,Limpopo,NP353 - Molemole [Dendron/Dikgale],UNITED INDEPENDENT FRONT,WARD,109,47.24
1688,Limpopo,NP353 - Molemole [Dendron/Dikgale],VRYHEIDSFRONT PLUS,PR,140,47.24
1689,Limpopo,NP353 - Molemole [Dendron/Dikgale],VRYHEIDSFRONT PLUS,WARD,200,47.24
1690,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1997,42.3
1691,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1822,42.3
1692,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN NATIONAL CONGRESS,PR,66722,42.3
1693,Limpopo,NP354 - Polokwane [Pietersburg],AFRICAN NATIONAL CONGRESS,WARD,63063,42.3
1694,Limpopo,NP354 - Polokwane [Pietersburg],ALLIANCE FOR DEMOCRACY AND PROSPERITY,PR,452,42.3
1695,Limpopo,NP354 - Polokwane [Pietersburg],ALLIANCE FOR DEMOCRACY AND PROSPERITY,WARD,164,42.3
1696,Limpopo,NP354 - Polokwane [Pietersburg],AZANIAN PEOPLE'S ORGANISATION,PR,1167,42.3
1697,Limpopo,NP354 - Polokwane [Pietersburg],AZANIAN PEOPLE'S ORGANISATION,WARD,1139,42.3
1698,Limpopo,NP354 - Polokwane [Pietersburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,7800,42.3
1699,Limpopo,NP354 - Polokwane [Pietersburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,8029,42.3
1700,Limpopo,NP354 - Polokwane [Pietersburg],INDEPENDENT,WARD,5499,42.3
1701,Limpopo,NP354 - Polokwane [Pietersburg],PAN AFRICANIST CONGRESS OF AZANIA,PR,983,42.3
1702,Limpopo,NP354 - Polokwane [Pietersburg],PAN AFRICANIST CONGRESS OF AZANIA,WARD,624,42.3
1703,Limpopo,NP354 - Polokwane [Pietersburg],UNITED DEMOCRATIC MOVEMENT,PR,1394,42.3
1704,Limpopo,NP354 - Polokwane [Pietersburg],UNITED DEMOCRATIC MOVEMENT,WARD,348,42.3
1705,Limpopo,NP354 - Polokwane [Pietersburg],UNITED INDEPENDENT FRONT,PR,1859,42.3
1706,Limpopo,NP354 - Polokwane [Pietersburg],UNITED INDEPENDENT FRONT,WARD,1679,42.3
1707,Limpopo,NP354 - Polokwane [Pietersburg],VRYHEIDSFRONT PLUS,PR,1470,42.3
1708,Limpopo,NP354 - Polokwane [Pietersburg],VRYHEIDSFRONT PLUS,WARD,1296,42.3
1709,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,629,43.58
1710,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,529,43.58
1711,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AFRICAN NATIONAL CONGRESS,PR,32757,43.58
1712,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AFRICAN NATIONAL CONGRESS,WARD,32942,43.58
1713,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],ALLIANCE FOR DEMOCRACY AND PROSPERITY,PR,331,43.58
1714,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],ALLIANCE FOR DEMOCRACY AND PROSPERITY,WARD,184,43.58
1715,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AZANIAN PEOPLE'S ORGANISATION,PR,913,43.58
1716,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],AZANIAN PEOPLE'S ORGANISATION,WARD,922,43.58
1717,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1080,43.58
1718,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1279,43.58
1719,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],PAN AFRICANIST CONGRESS OF AZANIA,PR,611,43.58
1720,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],PAN AFRICANIST CONGRESS OF AZANIA,WARD,461,43.58
1721,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],UNITED INDEPENDENT FRONT,PR,1006,43.58
1722,Limpopo,NP355 - Lepele-Nkumpi [Lebowakgomo],UNITED INDEPENDENT FRONT,WARD,1048,43.58
1723,Limpopo,NP361 - Thabazimbi [Thabazimbi],AFRICAN NATIONAL CONGRESS,PR,7590,45.13
1724,Limpopo,NP361 - Thabazimbi [Thabazimbi],AFRICAN NATIONAL CONGRESS,WARD,6853,45.13
1725,Limpopo,NP361 - Thabazimbi [Thabazimbi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1282,45.13
1726,Limpopo,NP361 - Thabazimbi [Thabazimbi],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1255,45.13
1727,Limpopo,NP361 - Thabazimbi [Thabazimbi],INDEPENDENT,WARD,2402,45.13
1728,Limpopo,NP361 - Thabazimbi [Thabazimbi],PAN AFRICANIST CONGRESS OF AZANIA,PR,189,45.13
1729,Limpopo,NP361 - Thabazimbi [Thabazimbi],PAN AFRICANIST CONGRESS OF AZANIA,WARD,134,45.13
1730,Limpopo,NP361 - Thabazimbi [Thabazimbi],UNITED DEMOCRATIC MOVEMENT,PR,392,45.13
1731,Limpopo,NP361 - Thabazimbi [Thabazimbi],UNITED DEMOCRATIC MOVEMENT,WARD,231,45.13
1732,Limpopo,NP361 - Thabazimbi [Thabazimbi],VRYHEIDSFRONT PLUS,PR,800,45.13
1733,Limpopo,NP361 - Thabazimbi [Thabazimbi],VRYHEIDSFRONT PLUS,WARD,828,45.13
1734,Limpopo,NP362 - Lephalale [Ellisras],AFRICAN NATIONAL CONGRESS,PR,15771,48.04
1735,Limpopo,NP362 - Lephalale [Ellisras],AFRICAN NATIONAL CONGRESS,WARD,15714,48.04
1736,Limpopo,NP362 - Lephalale [Ellisras],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2100,48.04
1737,Limpopo,NP362 - Lephalale [Ellisras],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2238,48.04
1738,Limpopo,NP362 - Lephalale [Ellisras],PAN AFRICANIST CONGRESS OF AZANIA,PR,570,48.04
1739,Limpopo,NP362 - Lephalale [Ellisras],PAN AFRICANIST CONGRESS OF AZANIA,WARD,626,48.04
1740,Limpopo,NP362 - Lephalale [Ellisras],VRYHEIDSFRONT PLUS,PR,341,48.04
1741,Limpopo,NP362 - Lephalale [Ellisras],VRYHEIDSFRONT PLUS,WARD,234,48.04
1742,Limpopo,NP364 - Mookgopong [Naboomspruit],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,177,44.59
1743,Limpopo,NP364 - Mookgopong [Naboomspruit],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,143,44.59
1744,Limpopo,NP364 - Mookgopong [Naboomspruit],AFRICAN NATIONAL CONGRESS,PR,3932,44.59
1745,Limpopo,NP364 - Mookgopong [Naboomspruit],AFRICAN NATIONAL CONGRESS,WARD,3546,44.59
1746,Limpopo,NP364 - Mookgopong [Naboomspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,937,44.59
1747,Limpopo,NP364 - Mookgopong [Naboomspruit],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,898,44.59
1748,Limpopo,NP364 - Mookgopong [Naboomspruit],INDEPENDENT,WARD,602,44.59
1749,Limpopo,NP364 - Mookgopong [Naboomspruit],VRYHEIDSFRONT PLUS,PR,972,44.59
1750,Limpopo,NP364 - Mookgopong [Naboomspruit],VRYHEIDSFRONT PLUS,WARD,968,44.59
1751,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,210,45.29
1752,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,183,45.29
1753,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN NATIONAL CONGRESS,PR,8669,45.29
1754,Limpopo,NP365 - Modimolle [Nylstroom],AFRICAN NATIONAL CONGRESS,WARD,8740,45.29
1755,Limpopo,NP365 - Modimolle [Nylstroom],AZANIAN PEOPLE'S ORGANISATION,PR,86,45.29
1756,Limpopo,NP365 - Modimolle [Nylstroom],AZANIAN PEOPLE'S ORGANISATION,WARD,69,45.29
1757,Limpopo,NP365 - Modimolle [Nylstroom],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1764,45.29
1758,Limpopo,NP365 - Modimolle [Nylstroom],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1674,45.29
1759,Limpopo,NP365 - Modimolle [Nylstroom],VRYHEIDSFRONT PLUS,PR,1645,45.29
1760,Limpopo,NP365 - Modimolle [Nylstroom],VRYHEIDSFRONT PLUS,WARD,1685,45.29
1761,Limpopo,NP366 - Bela-Bela [Warmbad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,202,47.49
1762,Limpopo,NP366 - Bela-Bela [Warmbad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,187,47.49
1763,Limpopo,NP366 - Bela-Bela [Warmbad],AFRICAN NATIONAL CONGRESS,PR,8600,47.49
1764,Limpopo,NP366 - Bela-Bela [Warmbad],AFRICAN NATIONAL CONGRESS,WARD,8537,47.49
1765,Limpopo,NP366 - Bela-Bela [Warmbad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1520,47.49
1766,Limpopo,NP366 - Bela-Bela [Warmbad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1348,47.49
1767,Limpopo,NP366 - Bela-Bela [Warmbad],ONAFHANKLIKE MUNISIPALE KIESERSFORUM,PR,525,47.49
1768,Limpopo,NP366 - Bela-Bela [Warmbad],ONAFHANKLIKE MUNISIPALE KIESERSFORUM,WARD,700,47.49
1769,Limpopo,NP366 - Bela-Bela [Warmbad],PAN AFRICANIST CONGRESS OF AZANIA,PR,144,47.49
1770,Limpopo,NP366 - Bela-Bela [Warmbad],PAN AFRICANIST CONGRESS OF AZANIA,WARD,179,47.49
1771,Limpopo,NP366 - Bela-Bela [Warmbad],UNITED DEMOCRATIC MOVEMENT,PR,134,47.49
1772,Limpopo,NP366 - Bela-Bela [Warmbad],UNITED DEMOCRATIC MOVEMENT,WARD,125,47.49
1773,Limpopo,NP367 - Mogalakwena [Potgietersrus],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,987,46.88
1774,Limpopo,NP367 - Mogalakwena [Potgietersrus],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,970,46.88
1775,Limpopo,NP367 - Mogalakwena [Potgietersrus],AFRICAN NATIONAL CONGRESS,PR,47612,46.88
1776,Limpopo,NP367 - Mogalakwena [Potgietersrus],AFRICAN NATIONAL CONGRESS,WARD,46955,46.88
1777,Limpopo,NP367 - Mogalakwena [Potgietersrus],AZANIAN PEOPLE'S ORGANISATION,PR,313,46.88
1778,Limpopo,NP367 - Mogalakwena [Potgietersrus],AZANIAN PEOPLE'S ORGANISATION,WARD,174,46.88
1779,Limpopo,NP367 - Mogalakwena [Potgietersrus],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2480,46.88
1780,Limpopo,NP367 - Mogalakwena [Potgietersrus],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2147,46.88
1781,Limpopo,NP367 - Mogalakwena [Potgietersrus],INDEPENDENT,WARD,1815,46.88
1782,Limpopo,NP367 - Mogalakwena [Potgietersrus],PAN AFRICANIST CONGRESS OF AZANIA,PR,1288,46.88
1783,Limpopo,NP367 - Mogalakwena [Potgietersrus],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1289,46.88
1784,Limpopo,NP367 - Mogalakwena [Potgietersrus],UNITED DEMOCRATIC MOVEMENT,PR,540,46.88
1785,Limpopo,NP367 - Mogalakwena [Potgietersrus],UNITED DEMOCRATIC MOVEMENT,WARD,445,46.88
1786,Limpopo,NP367 - Mogalakwena [Potgietersrus],UNITED INDEPENDENT FRONT,PR,689,46.88
1787,Limpopo,NP367 - Mogalakwena [Potgietersrus],UNITED INDEPENDENT FRONT,WARD,775,46.88
1788,Limpopo,NP367 - Mogalakwena [Potgietersrus],VRYHEIDSFRONT PLUS,PR,580,46.88
1789,Limpopo,NP367 - Mogalakwena [Potgietersrus],VRYHEIDSFRONT PLUS,WARD,687,46.88
1790,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,970,56.14
1791,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1035,56.14
1792,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],AFRICAN NATIONAL CONGRESS,PR,37918,56.14
1793,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],AFRICAN NATIONAL CONGRESS,WARD,38044,56.14
1794,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2064,56.14
1795,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2057,56.14
1796,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],INKATHA FREEDOM PARTY,PR,669,56.14
1797,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],INKATHA FREEDOM PARTY,WARD,710,56.14
1798,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],PAN AFRICANIST CONGRESS OF AZANIA,PR,350,56.14
1799,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],PAN AFRICANIST CONGRESS OF AZANIA,WARD,145,56.14
1800,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],VRYHEIDSFRONT PLUS,PR,303,56.14
1801,Mpumalanga,MP301 - Albert Luthuli [Elukwatini/Carolina],VRYHEIDSFRONT PLUS,WARD,362,56.14
1802,Mpumalanga,MP302 - Msukaligwa [Ermelo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,308,54.74
1803,Mpumalanga,MP302 - Msukaligwa [Ermelo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,274,54.74
1804,Mpumalanga,MP302 - Msukaligwa [Ermelo],AFRICAN NATIONAL CONGRESS,PR,21997,54.74
1805,Mpumalanga,MP302 - Msukaligwa [Ermelo],AFRICAN NATIONAL CONGRESS,WARD,21691,54.74
1806,Mpumalanga,MP302 - Msukaligwa [Ermelo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2824,54.74
1807,Mpumalanga,MP302 - Msukaligwa [Ermelo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2934,54.74
