,Province,Municipality,Party,BallotType,ValidVotesCast,% Voter Turnout
267,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,PAN AFRICANIST CONGRESS OF AZANIA,PR,336,39.02
268,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,PAN AFRICANIST CONGRESS OF AZANIA,Ward,152,39.02
269,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,UNITED DEMOCRATIC MOVEMENT,PR,954,39.02
270,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,UNITED DEMOCRATIC MOVEMENT,Ward,704,39.02
271,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,UNITED FRONT OF THE EASTERN CAPE,PR,1111,39.02
272,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,UNITED FRONT OF THE EASTERN CAPE,Ward,1085,39.02
273,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,VRYHEIDSFRONT PLUS,PR,142,39.02
274,Eastern Cape,EC139 - Tsolwana/Inkwanca/Lukanji,VRYHEIDSFRONT PLUS,Ward,140,39.02
275,Eastern Cape,EC141 - Elundini,AFRICAN INDEPENDENT CONGRESS,PR,1196,44.41
276,Eastern Cape,EC141 - Elundini,AFRICAN INDEPENDENT CONGRESS,Ward,922,44.41
277,Eastern Cape,EC141 - Elundini,AFRICAN NATIONAL CONGRESS,PR,28375,44.41
278,Eastern Cape,EC141 - Elundini,AFRICAN NATIONAL CONGRESS,Ward,28263,44.41
279,Eastern Cape,EC141 - Elundini,AFRICAN PEOPLE'S CONVENTION,PR,201,44.41
280,Eastern Cape,EC141 - Elundini,AFRICAN PEOPLE'S CONVENTION,Ward,77,44.41
281,Eastern Cape,EC141 - Elundini,DEMOCRATIC ALLIANCE,PR,1767,44.41
282,Eastern Cape,EC141 - Elundini,DEMOCRATIC ALLIANCE,Ward,1861,44.41
283,Eastern Cape,EC141 - Elundini,ECONOMIC FREEDOM FIGHTERS,PR,1393,44.41
284,Eastern Cape,EC141 - Elundini,ECONOMIC FREEDOM FIGHTERS,Ward,1125,44.41
285,Eastern Cape,EC141 - Elundini,INDEPENDENT,Ward,1124,44.41
286,Eastern Cape,EC141 - Elundini,PAN AFRICANIST CONGRESS OF AZANIA,PR,93,44.41
287,Eastern Cape,EC141 - Elundini,PAN AFRICANIST CONGRESS OF AZANIA,Ward,78,44.41
288,Eastern Cape,EC141 - Elundini,UNITED DEMOCRATIC MOVEMENT,PR,719,44.41
289,Eastern Cape,EC141 - Elundini,UNITED DEMOCRATIC MOVEMENT,Ward,405,44.41
290,Eastern Cape,EC142 - Senqu,AFRICAN NATIONAL CONGRESS,PR,25019,38.68
291,Eastern Cape,EC142 - Senqu,AFRICAN NATIONAL CONGRESS,Ward,24725,38.68
292,Eastern Cape,EC142 - Senqu,DEMOCRATIC ALLIANCE,PR,1519,38.68
293,Eastern Cape,EC142 - Senqu,DEMOCRATIC ALLIANCE,Ward,1488,38.68
294,Eastern Cape,EC142 - Senqu,ECONOMIC FREEDOM FIGHTERS,PR,1128,38.68
295,Eastern Cape,EC142 - Senqu,ECONOMIC FREEDOM FIGHTERS,Ward,1371,38.68
296,Eastern Cape,EC142 - Senqu,INDEPENDENT,Ward,536,38.68
297,Eastern Cape,EC142 - Senqu,STERKSPRUIT CIVIC ASSOCIATION,PR,8518,38.68
298,Eastern Cape,EC142 - Senqu,STERKSPRUIT CIVIC ASSOCIATION,Ward,8478,38.68
299,Eastern Cape,EC142 - Senqu,STERKSPRUIT DEVELOPMENT FORUM,PR,155,38.68
300,Eastern Cape,EC142 - Senqu,STERKSPRUIT DEVELOPMENT FORUM,Ward,158,38.68
301,Eastern Cape,EC142 - Senqu,UNITED DEMOCRATIC MOVEMENT,PR,271,38.68
302,Eastern Cape,EC142 - Senqu,UNITED DEMOCRATIC MOVEMENT,Ward,44,38.68
303,Eastern Cape,EC145 - Maletswai/Gariep,AFRICAN NATIONAL CONGRESS,PR,13805,37.71
304,Eastern Cape,EC145 - Maletswai/Gariep,AFRICAN NATIONAL CONGRESS,Ward,13686,37.71
305,Eastern Cape,EC145 - Maletswai/Gariep,DEMOCRATIC ALLIANCE,PR,4630,37.71
306,Eastern Cape,EC145 - Maletswai/Gariep,DEMOCRATIC ALLIANCE,Ward,4638,37.71
307,Eastern Cape,EC145 - Maletswai/Gariep,ECONOMIC FREEDOM FIGHTERS,PR,1173,37.71
308,Eastern Cape,EC145 - Maletswai/Gariep,ECONOMIC FREEDOM FIGHTERS,Ward,1158,37.71
309,Eastern Cape,EC145 - Maletswai/Gariep,INDEPENDENT,Ward,51,37.71
310,Eastern Cape,EC145 - Maletswai/Gariep,MALETSWAI CIVIC ASSOCIATION,PR,1030,37.71
311,Eastern Cape,EC145 - Maletswai/Gariep,MALETSWAI CIVIC ASSOCIATION,Ward,878,37.71
312,Eastern Cape,EC145 - Maletswai/Gariep,UNITED RESIDENTS FRONT,Ward,62,37.71
313,Eastern Cape,EC153 - Ngquza Hill,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,137,42.25
314,Eastern Cape,EC153 - Ngquza Hill,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,243,42.25
315,Eastern Cape,EC153 - Ngquza Hill,AFRICAN INDEPENDENT CONGRESS,PR,2046,42.25
316,Eastern Cape,EC153 - Ngquza Hill,AFRICAN INDEPENDENT CONGRESS,Ward,401,42.25
317,Eastern Cape,EC153 - Ngquza Hill,AFRICAN NATIONAL CONGRESS,PR,57800,42.25
318,Eastern Cape,EC153 - Ngquza Hill,AFRICAN NATIONAL CONGRESS,Ward,57013,42.25
319,Eastern Cape,EC153 - Ngquza Hill,AFRICAN PEOPLE'S CONVENTION,PR,438,42.25
320,Eastern Cape,EC153 - Ngquza Hill,AFRICAN PEOPLE'S CONVENTION,Ward,474,42.25
321,Eastern Cape,EC153 - Ngquza Hill,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,151,42.25
322,Eastern Cape,EC153 - Ngquza Hill,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,193,42.25
323,Eastern Cape,EC153 - Ngquza Hill,CONGRESS  OF THE PEOPLE,PR,483,42.25
324,Eastern Cape,EC153 - Ngquza Hill,CONGRESS  OF THE PEOPLE,Ward,422,42.25
325,Eastern Cape,EC153 - Ngquza Hill,DEMOCRATIC ALLIANCE,PR,2345,42.25
326,Eastern Cape,EC153 - Ngquza Hill,DEMOCRATIC ALLIANCE,Ward,2491,42.25
327,Eastern Cape,EC153 - Ngquza Hill,ECONOMIC FREEDOM FIGHTERS,PR,4073,42.25
328,Eastern Cape,EC153 - Ngquza Hill,ECONOMIC FREEDOM FIGHTERS,Ward,3897,42.25
329,Eastern Cape,EC153 - Ngquza Hill,INDEPENDENT,Ward,1593,42.25
330,Eastern Cape,EC153 - Ngquza Hill,PAN AFRICANIST CONGRESS OF AZANIA,PR,208,42.25
331,Eastern Cape,EC153 - Ngquza Hill,PAN AFRICANIST CONGRESS OF AZANIA,Ward,81,42.25
332,Eastern Cape,EC153 - Ngquza Hill,UNITED DEMOCRATIC MOVEMENT,PR,1590,42.25
333,Eastern Cape,EC153 - Ngquza Hill,UNITED DEMOCRATIC MOVEMENT,Ward,1442,42.25
334,Eastern Cape,EC154 - Port St Johns,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,83,43.59
335,Eastern Cape,EC154 - Port St Johns,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,14,43.59
336,Eastern Cape,EC154 - Port St Johns,AFRICAN NATIONAL CONGRESS,PR,33042,43.59
337,Eastern Cape,EC154 - Port St Johns,AFRICAN NATIONAL CONGRESS,Ward,33072,43.59
338,Eastern Cape,EC154 - Port St Johns,CIVIC INDEPENDENT,PR,2588,43.59
339,Eastern Cape,EC154 - Port St Johns,CIVIC INDEPENDENT,Ward,2762,43.59
340,Eastern Cape,EC154 - Port St Johns,CONGRESS  OF THE PEOPLE,PR,241,43.59
341,Eastern Cape,EC154 - Port St Johns,CONGRESS  OF THE PEOPLE,Ward,134,43.59
342,Eastern Cape,EC154 - Port St Johns,DEMOCRATIC ALLIANCE,PR,2340,43.59
343,Eastern Cape,EC154 - Port St Johns,DEMOCRATIC ALLIANCE,Ward,2406,43.59
344,Eastern Cape,EC154 - Port St Johns,ECONOMIC FREEDOM FIGHTERS,PR,1184,43.59
345,Eastern Cape,EC154 - Port St Johns,ECONOMIC FREEDOM FIGHTERS,Ward,1243,43.59
346,Eastern Cape,EC154 - Port St Johns,INDEPENDENT,Ward,393,43.59
347,Eastern Cape,EC154 - Port St Johns,PAN AFRICANIST CONGRESS OF AZANIA,PR,121,43.59
348,Eastern Cape,EC154 - Port St Johns,PAN AFRICANIST CONGRESS OF AZANIA,Ward,9,43.59
349,Eastern Cape,EC154 - Port St Johns,UNITED DEMOCRATIC MOVEMENT,PR,1877,43.59
350,Eastern Cape,EC154 - Port St Johns,UNITED DEMOCRATIC MOVEMENT,Ward,1692,43.59
351,Eastern Cape,EC155 - Nyandeni,AFRICAN NATIONAL CONGRESS,PR,56583,41.95
352,Eastern Cape,EC155 - Nyandeni,AFRICAN NATIONAL CONGRESS,Ward,55426,41.95
353,Eastern Cape,EC155 - Nyandeni,CONGRESS  OF THE PEOPLE,Ward,40,41.95
354,Eastern Cape,EC155 - Nyandeni,DEMOCRATIC ALLIANCE,PR,2767,41.95
355,Eastern Cape,EC155 - Nyandeni,DEMOCRATIC ALLIANCE,Ward,2707,41.95
356,Eastern Cape,EC155 - Nyandeni,ECONOMIC FREEDOM FIGHTERS,PR,2745,41.95
357,Eastern Cape,EC155 - Nyandeni,ECONOMIC FREEDOM FIGHTERS,Ward,2572,41.95
358,Eastern Cape,EC155 - Nyandeni,INDEPENDENT,Ward,2815,41.95
359,Eastern Cape,EC155 - Nyandeni,PAN AFRICANIST CONGRESS OF AZANIA,PR,322,41.95
360,Eastern Cape,EC155 - Nyandeni,PAN AFRICANIST CONGRESS OF AZANIA,Ward,73,41.95
361,Eastern Cape,EC155 - Nyandeni,UNITED DEMOCRATIC MOVEMENT,PR,3911,41.95
362,Eastern Cape,EC155 - Nyandeni,UNITED DEMOCRATIC MOVEMENT,Ward,3394,41.95
363,Eastern Cape,EC155 - Nyandeni,UNITED PARTY,PR,377,41.95
364,Eastern Cape,EC155 - Nyandeni,UNITED PARTY,Ward,264,41.95
365,Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,PR,39974,41.22
366,Eastern Cape,EC156 - Mhlontlo,AFRICAN NATIONAL CONGRESS,Ward,38067,41.22
367,Eastern Cape,EC156 - Mhlontlo,CIVIC INDEPENDENT,PR,3615,41.22
368,Eastern Cape,EC156 - Mhlontlo,CIVIC INDEPENDENT,Ward,1449,41.22
369,Eastern Cape,EC156 - Mhlontlo,CONGRESS  OF THE PEOPLE,PR,313,41.22
370,Eastern Cape,EC156 - Mhlontlo,CONGRESS  OF THE PEOPLE,Ward,255,41.22
371,Eastern Cape,EC156 - Mhlontlo,DEMOCRATIC ALLIANCE,PR,1622,41.22
372,Eastern Cape,EC156 - Mhlontlo,DEMOCRATIC ALLIANCE,Ward,1644,41.22
373,Eastern Cape,EC156 - Mhlontlo,ECONOMIC FREEDOM FIGHTERS,PR,1572,41.22
374,Eastern Cape,EC156 - Mhlontlo,ECONOMIC FREEDOM FIGHTERS,Ward,1624,41.22
375,Eastern Cape,EC156 - Mhlontlo,INDEPENDENT,Ward,3823,41.22
376,Eastern Cape,EC156 - Mhlontlo,UNITED DEMOCRATIC MOVEMENT,PR,3155,41.22
377,Eastern Cape,EC156 - Mhlontlo,UNITED DEMOCRATIC MOVEMENT,Ward,2821,41.22
378,Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN INDEPENDENT CONGRESS,Ward,575,27.97
379,Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,PR,59144,27.97
380,Eastern Cape,EC157 - King Sabata Dalindyebo,AFRICAN NATIONAL CONGRESS,Ward,58835,27.97
381,Eastern Cape,EC157 - King Sabata Dalindyebo,CIVIC ALLIANCE OF SOUTH AFRICA,PR,310,27.97
382,Eastern Cape,EC157 - King Sabata Dalindyebo,CIVIC ALLIANCE OF SOUTH AFRICA,Ward,62,27.97
383,Eastern Cape,EC157 - King Sabata Dalindyebo,DEMOCRATIC ALLIANCE,PR,4165,27.97
384,Eastern Cape,EC157 - King Sabata Dalindyebo,DEMOCRATIC ALLIANCE,Ward,4168,27.97
385,Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,PR,4159,27.97
386,Eastern Cape,EC157 - King Sabata Dalindyebo,ECONOMIC FREEDOM FIGHTERS,Ward,3915,27.97
387,Eastern Cape,EC157 - King Sabata Dalindyebo,INDEPENDENT,Ward,1001,27.97
388,Eastern Cape,EC157 - King Sabata Dalindyebo,MTHATHA RATEPAYERS AND RESIDENTS ASSOCIATION,PR,4143,27.97
389,Eastern Cape,EC157 - King Sabata Dalindyebo,MTHATHA RATEPAYERS AND RESIDENTS ASSOCIATION,Ward,4520,27.97
390,Eastern Cape,EC157 - King Sabata Dalindyebo,PAN AFRICANIST CONGRESS OF AZANIA,PR,504,27.97
391,Eastern Cape,EC157 - King Sabata Dalindyebo,PAN AFRICANIST CONGRESS OF AZANIA,Ward,270,27.97
392,Eastern Cape,EC157 - King Sabata Dalindyebo,SOUTH AFRICAN SECURITY ORGANISATION,PR,419,27.97
393,Eastern Cape,EC157 - King Sabata Dalindyebo,SOUTH AFRICAN SECURITY ORGANISATION,Ward,108,27.97
394,Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,PR,20571,27.97
395,Eastern Cape,EC157 - King Sabata Dalindyebo,UNITED DEMOCRATIC MOVEMENT,Ward,20245,27.97
396,Eastern Cape,EC441 - Matatiele,AFRICAN INDEPENDENT CONGRESS,PR,3918,42.74
397,Eastern Cape,EC441 - Matatiele,AFRICAN INDEPENDENT CONGRESS,Ward,4068,42.74
398,Eastern Cape,EC441 - Matatiele,AFRICAN NATIONAL CONGRESS,PR,41684,42.74
399,Eastern Cape,EC441 - Matatiele,AFRICAN NATIONAL CONGRESS,Ward,40772,42.74
400,Eastern Cape,EC441 - Matatiele,AFRICAN PEOPLE'S CONVENTION,PR,382,42.74
401,Eastern Cape,EC441 - Matatiele,AFRICAN PEOPLE'S CONVENTION,Ward,320,42.74
402,Eastern Cape,EC441 - Matatiele,DEMOCRATIC ALLIANCE,PR,4522,42.74
403,Eastern Cape,EC441 - Matatiele,DEMOCRATIC ALLIANCE,Ward,5349,42.74
404,Eastern Cape,EC441 - Matatiele,ECONOMIC FREEDOM FIGHTERS,PR,3810,42.74
405,Eastern Cape,EC441 - Matatiele,ECONOMIC FREEDOM FIGHTERS,Ward,3815,42.74
406,Eastern Cape,EC441 - Matatiele,HIS LORDSHIP TO SAVE AND LEAD PARTY,PR,145,42.74
407,Eastern Cape,EC441 - Matatiele,HIS LORDSHIP TO SAVE AND LEAD PARTY,Ward,44,42.74
408,Eastern Cape,EC441 - Matatiele,INDEPENDENT,Ward,1092,42.74
409,Eastern Cape,EC441 - Matatiele,UNITED DEMOCRATIC MOVEMENT,PR,1536,42.74
410,Eastern Cape,EC441 - Matatiele,UNITED DEMOCRATIC MOVEMENT,Ward,631,42.74
411,Eastern Cape,EC442 - Umzimvubu,AFRICAN INDEPENDENT CONGRESS,PR,2322,40.83
412,Eastern Cape,EC442 - Umzimvubu,AFRICAN INDEPENDENT CONGRESS,Ward,1783,40.83
413,Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,PR,41767,40.83
414,Eastern Cape,EC442 - Umzimvubu,AFRICAN NATIONAL CONGRESS,Ward,42233,40.83
415,Eastern Cape,EC442 - Umzimvubu,DEMOCRATIC ALLIANCE,PR,3666,40.83
416,Eastern Cape,EC442 - Umzimvubu,DEMOCRATIC ALLIANCE,Ward,4178,40.83
417,Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,PR,2600,40.83
418,Eastern Cape,EC442 - Umzimvubu,ECONOMIC FREEDOM FIGHTERS,Ward,2658,40.83
419,Eastern Cape,EC442 - Umzimvubu,INDEPENDENT,Ward,720,40.83
420,Eastern Cape,EC442 - Umzimvubu,UNITED DEMOCRATIC MOVEMENT,PR,4079,40.83
421,Eastern Cape,EC442 - Umzimvubu,UNITED DEMOCRATIC MOVEMENT,Ward,2866,40.83
422,Eastern Cape,EC443 - Mbizana,ABANTU DEMOCRATIC REVOLUTION,PR,220,44.23
423,Eastern Cape,EC443 - Mbizana,ABANTU DEMOCRATIC REVOLUTION,Ward,157,44.23
424,Eastern Cape,EC443 - Mbizana,ACADEMIC CONGRESS UNION,PR,2845,44.23
425,Eastern Cape,EC443 - Mbizana,ACADEMIC CONGRESS UNION,Ward,2958,44.23
426,Eastern Cape,EC443 - Mbizana,AFRICAN INDEPENDENT CONGRESS,PR,1748,44.23
427,Eastern Cape,EC443 - Mbizana,AFRICAN INDEPENDENT CONGRESS,Ward,1604,44.23
428,Eastern Cape,EC443 - Mbizana,AFRICAN NATIONAL CONGRESS,PR,58315,44.23
429,Eastern Cape,EC443 - Mbizana,AFRICAN NATIONAL CONGRESS,Ward,57985,44.23
430,Eastern Cape,EC443 - Mbizana,AFRICAN PEOPLE'S CONVENTION,PR,969,44.23
431,Eastern Cape,EC443 - Mbizana,AFRICAN PEOPLE'S CONVENTION,Ward,1059,44.23
432,Eastern Cape,EC443 - Mbizana,DEMOCRATIC ALLIANCE,PR,2534,44.23
433,Eastern Cape,EC443 - Mbizana,DEMOCRATIC ALLIANCE,Ward,2727,44.23
434,Eastern Cape,EC443 - Mbizana,ECONOMIC FREEDOM FIGHTERS,PR,4639,44.23
435,Eastern Cape,EC443 - Mbizana,ECONOMIC FREEDOM FIGHTERS,Ward,4204,44.23
436,Eastern Cape,EC443 - Mbizana,INDEPENDENT,Ward,366,44.23
437,Eastern Cape,EC443 - Mbizana,PAN AFRICANIST CONGRESS OF AZANIA,PR,218,44.23
438,Eastern Cape,EC443 - Mbizana,PAN AFRICANIST CONGRESS OF AZANIA,Ward,108,44.23
439,Eastern Cape,EC443 - Mbizana,UNITED DEMOCRATIC MOVEMENT,PR,1118,44.23
440,Eastern Cape,EC443 - Mbizana,UNITED DEMOCRATIC MOVEMENT,Ward,688,44.23
441,Eastern Cape,EC444 - Ntabankulu,ABANTU DEMOCRATIC REVOLUTION,PR,141,45.4
442,Eastern Cape,EC444 - Ntabankulu,ABANTU DEMOCRATIC REVOLUTION,Ward,166,45.4
443,Eastern Cape,EC444 - Ntabankulu,AFRICAN INDEPENDENT CONGRESS,PR,1347,45.4
444,Eastern Cape,EC444 - Ntabankulu,AFRICAN INDEPENDENT CONGRESS,Ward,284,45.4
445,Eastern Cape,EC444 - Ntabankulu,AFRICAN NATIONAL CONGRESS,PR,28038,45.4
446,Eastern Cape,EC444 - Ntabankulu,AFRICAN NATIONAL CONGRESS,Ward,29115,45.4
447,Eastern Cape,EC444 - Ntabankulu,DEMOCRATIC ALLIANCE,PR,1735,45.4
448,Eastern Cape,EC444 - Ntabankulu,DEMOCRATIC ALLIANCE,Ward,1819,45.4
449,Eastern Cape,EC444 - Ntabankulu,ECONOMIC FREEDOM FIGHTERS,PR,1778,45.4
450,Eastern Cape,EC444 - Ntabankulu,ECONOMIC FREEDOM FIGHTERS,Ward,1924,45.4
451,Eastern Cape,EC444 - Ntabankulu,INDEPENDENT,Ward,400,45.4
452,Eastern Cape,EC444 - Ntabankulu,UNITED DEMOCRATIC MOVEMENT,PR,391,45.4
453,Eastern Cape,EC444 - Ntabankulu,UNITED DEMOCRATIC MOVEMENT,Ward,15,45.4
454,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1313,29.2
455,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,1399,29.2
456,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN INDEPENDENT CONGRESS,PR,6144,29.2
457,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN INDEPENDENT CONGRESS,Ward,1078,29.2
458,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN NATIONAL CONGRESS,PR,157920,29.2
459,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN NATIONAL CONGRESS,Ward,153496,29.2
460,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN PEOPLE'S CONVENTION,PR,591,29.2
461,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN PEOPLE'S CONVENTION,Ward,142,29.2
462,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN POWER MOVEMENT,PR,96,29.2
463,Eastern Cape,NMA - Nelson Mandela Bay,AFRICAN POWER MOVEMENT,Ward,150,29.2
464,Eastern Cape,NMA - Nelson Mandela Bay,ALTERNATIVE DEMOCRATS,PR,942,29.2
465,Eastern Cape,NMA - Nelson Mandela Bay,ALTERNATIVE DEMOCRATS,Ward,287,29.2
466,Eastern Cape,NMA - Nelson Mandela Bay,AZANIAN PEOPLE'S ORGANISATION,PR,358,29.2
467,Eastern Cape,NMA - Nelson Mandela Bay,AZANIAN PEOPLE'S ORGANISATION,Ward,303,29.2
468,Eastern Cape,NMA - Nelson Mandela Bay,BUILDING A COHESIVE SOCIETY,PR,111,29.2
469,Eastern Cape,NMA - Nelson Mandela Bay,BUILDING A COHESIVE SOCIETY,Ward,123,29.2
470,Eastern Cape,NMA - Nelson Mandela Bay,CHRISTIAN DEMOCRATIC PARTY,PR,133,29.2
471,Eastern Cape,NMA - Nelson Mandela Bay,CHRISTIAN DEMOCRATIC PARTY,Ward,1253,29.2
472,Eastern Cape,NMA - Nelson Mandela Bay,CONGRESS  OF THE PEOPLE,PR,2658,29.2
473,Eastern Cape,NMA - Nelson Mandela Bay,CONGRESS  OF THE PEOPLE,Ward,2929,29.2
474,Eastern Cape,NMA - Nelson Mandela Bay,DEMOCRATIC ALLIANCE,PR,177551,29.2
475,Eastern Cape,NMA - Nelson Mandela Bay,DEMOCRATIC ALLIANCE,Ward,177920,29.2
476,Eastern Cape,NMA - Nelson Mandela Bay,ECONOMIC FREEDOM FIGHTERS,PR,19132,29.2
477,Eastern Cape,NMA - Nelson Mandela Bay,ECONOMIC FREEDOM FIGHTERS,Ward,19819,29.2
478,Eastern Cape,NMA - Nelson Mandela Bay,INDEPENDENT,Ward,7142,29.2
479,Eastern Cape,NMA - Nelson Mandela Bay,INDEPENDENT CIVIC ORGANISATION OF SOUTH AFRICA,PR,467,29.2
480,Eastern Cape,NMA - Nelson Mandela Bay,INDEPENDENT CIVIC ORGANISATION OF SOUTH AFRICA,Ward,256,29.2
481,Eastern Cape,NMA - Nelson Mandela Bay,PAN AFRICANIST CONGRESS OF AZANIA,PR,862,29.2
482,Eastern Cape,NMA - Nelson Mandela Bay,PAN AFRICANIST CONGRESS OF AZANIA,Ward,447,29.2
483,Eastern Cape,NMA - Nelson Mandela Bay,PATRIOTIC ALLIANCE,PR,1110,29.2
484,Eastern Cape,NMA - Nelson Mandela Bay,PATRIOTIC ALLIANCE,Ward,930,29.2
485,Eastern Cape,NMA - Nelson Mandela Bay,UBUNTU PARTY,PR,143,29.2
486,Eastern Cape,NMA - Nelson Mandela Bay,UBUNTU PARTY,Ward,165,29.2
487,Eastern Cape,NMA - Nelson Mandela Bay,UNITED DEMOCRATIC MOVEMENT,PR,6969,29.2
488,Eastern Cape,NMA - Nelson Mandela Bay,UNITED DEMOCRATIC MOVEMENT,Ward,7600,29.2
489,Eastern Cape,NMA - Nelson Mandela Bay,UNITED FRONT OF THE EASTERN CAPE,PR,3048,29.2
490,Eastern Cape,NMA - Nelson Mandela Bay,UNITED FRONT OF THE EASTERN CAPE,Ward,4133,29.2
491,Eastern Cape,NMA - Nelson Mandela Bay,VRYHEIDSFRONT PLUS,PR,941,29.2
492,Eastern Cape,NMA - Nelson Mandela Bay,VRYHEIDSFRONT PLUS,Ward,976,29.2
493,Free State,FS161 - Letsemeng,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,52,40.15
494,Free State,FS161 - Letsemeng,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,62,40.15
495,Free State,FS161 - Letsemeng,AFRICAN NATIONAL CONGRESS,PR,7761,40.15
496,Free State,FS161 - Letsemeng,AFRICAN NATIONAL CONGRESS,Ward,7813,40.15
497,Free State,FS161 - Letsemeng,CONGRESS  OF THE PEOPLE,PR,343,40.15
498,Free State,FS161 - Letsemeng,CONGRESS  OF THE PEOPLE,Ward,438,40.15
499,Free State,FS161 - Letsemeng,DEMOCRATIC ALLIANCE,PR,1635,40.15
500,Free State,FS161 - Letsemeng,DEMOCRATIC ALLIANCE,Ward,1337,40.15
501,Free State,FS161 - Letsemeng,ECONOMIC FREEDOM FIGHTERS,PR,1283,40.15
502,Free State,FS161 - Letsemeng,ECONOMIC FREEDOM FIGHTERS,Ward,1257,40.15
503,Free State,FS161 - Letsemeng,VRYHEIDSFRONT PLUS,PR,321,40.15
504,Free State,FS161 - Letsemeng,VRYHEIDSFRONT PLUS,Ward,430,40.15
505,Free State,FS162 - Kopanong,AFRICAN NATIONAL CONGRESS,PR,11182,43.16
506,Free State,FS162 - Kopanong,AFRICAN NATIONAL CONGRESS,Ward,10751,43.16
507,Free State,FS162 - Kopanong,CONGRESS  OF THE PEOPLE,Ward,181,43.16
508,Free State,FS162 - Kopanong,DEMOCRATIC ALLIANCE,PR,2833,43.16
509,Free State,FS162 - Kopanong,DEMOCRATIC ALLIANCE,Ward,2717,43.16
510,Free State,FS162 - Kopanong,ECONOMIC FREEDOM FIGHTERS,PR,1348,43.16
511,Free State,FS162 - Kopanong,ECONOMIC FREEDOM FIGHTERS,Ward,999,43.16
512,Free State,FS162 - Kopanong,INDEPENDENT,Ward,770,43.16
513,Free State,FS162 - Kopanong,UNITED RESIDENTS FRONT,PR,51,43.16
514,Free State,FS162 - Kopanong,VRYHEIDSFRONT PLUS,PR,355,43.16
515,Free State,FS162 - Kopanong,VRYHEIDSFRONT PLUS,Ward,365,43.16
516,Free State,FS163 - Mohokare,AFRICAN NATIONAL CONGRESS,PR,6632,35.88
517,Free State,FS163 - Mohokare,AFRICAN NATIONAL CONGRESS,Ward,6481,35.88
518,Free State,FS163 - Mohokare,CONGRESS  OF THE PEOPLE,Ward,122,35.88
519,Free State,FS163 - Mohokare,DEMOCRATIC ALLIANCE,PR,1530,35.88
520,Free State,FS163 - Mohokare,DEMOCRATIC ALLIANCE,Ward,1636,35.88
521,Free State,FS163 - Mohokare,ECONOMIC FREEDOM FIGHTERS,PR,1667,35.88
522,Free State,FS163 - Mohokare,ECONOMIC FREEDOM FIGHTERS,Ward,1642,35.88
523,Free State,FS163 - Mohokare,INDEPENDENT,Ward,151,35.88
524,Free State,FS163 - Mohokare,UNITED RESIDENTS FRONT,Ward,24,35.88
525,Free State,FS163 - Mohokare,VRYHEIDSFRONT PLUS,PR,204,35.88
526,Free State,FS181 - Masilonyana,AFRICAN NATIONAL CONGRESS,PR,11515,36.96
527,Free State,FS181 - Masilonyana,AFRICAN NATIONAL CONGRESS,Ward,11429,36.96
528,Free State,FS181 - Masilonyana,AFRICAN PEOPLE'S CONVENTION,PR,153,36.96
529,Free State,FS181 - Masilonyana,AFRICAN PEOPLE'S CONVENTION,Ward,100,36.96
530,Free State,FS181 - Masilonyana,CONGRESS  OF THE PEOPLE,PR,137,36.96
531,Free State,FS181 - Masilonyana,CONGRESS  OF THE PEOPLE,Ward,149,36.96
