,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
0,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1485,58.35
1,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1687,58.35
2,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN INDEPENDENT CONGRESS,PR,7616,58.35
3,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN INDEPENDENT CONGRESS,WARD,355,58.35
4,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN NATIONAL CONGRESS,PR,146919,58.35
5,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],AFRICAN NATIONAL CONGRESS,WARD,150914,58.35
6,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],CONGRESS  OF THE PEOPLE,PR,7867,58.35
7,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],CONGRESS  OF THE PEOPLE,WARD,4296,58.35
8,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,43062,58.35
9,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,44083,58.35
10,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],INDEPENDENT,WARD,5668,58.35
11,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],PAN AFRICANIST CONGRESS OF AZANIA,PR,3536,58.35
12,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],PAN AFRICANIST CONGRESS OF AZANIA,WARD,4493,58.35
13,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],PAN AFRICANIST MOVEMENT,PR,492,58.35
14,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],PAN AFRICANIST MOVEMENT,WARD,279,58.35
15,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],UNITED DEMOCRATIC MOVEMENT,PR,1563,58.35
16,Eastern Cape,BUF - Buffalo City Metropolitan Municipality [East London],UNITED DEMOCRATIC MOVEMENT,WARD,1130,58.35
17,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],AFRICAN NATIONAL CONGRESS,PR,7493,57.78
18,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],AFRICAN NATIONAL CONGRESS,WARD,7382,57.78
19,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5634,57.78
20,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,5586,57.78
21,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],INDEPENDENT RATEPAYERS ASSOCIATION OF SA,PR,89,57.78
22,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],INDEPENDENT RATEPAYERS ASSOCIATION OF SA,WARD,174,57.78
23,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],PAN AFRICANIST CONGRESS OF AZANIA,PR,90,57.78
24,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],PAN AFRICANIST CONGRESS OF AZANIA,WARD,121,57.78
25,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],VRYHEIDSFRONT PLUS,PR,95,57.78
26,Eastern Cape,EC101 - Camdeboo [Graaff-Reinet],VRYHEIDSFRONT PLUS,WARD,136,57.78
27,Eastern Cape,EC102 - Blue Crane Route [Somerset East],AFRICAN NATIONAL CONGRESS,PR,6488,54.73
28,Eastern Cape,EC102 - Blue Crane Route [Somerset East],AFRICAN NATIONAL CONGRESS,WARD,6203,54.73
29,Eastern Cape,EC102 - Blue Crane Route [Somerset East],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3411,54.73
30,Eastern Cape,EC102 - Blue Crane Route [Somerset East],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,3220,54.73
31,Eastern Cape,EC102 - Blue Crane Route [Somerset East],INDEPENDENT,WARD,659,54.73
32,Eastern Cape,EC103 - Ikwezi [Jansenville],AFRICAN NATIONAL CONGRESS,PR,2356,59.55
33,Eastern Cape,EC103 - Ikwezi [Jansenville],AFRICAN NATIONAL CONGRESS,WARD,2346,59.55
34,Eastern Cape,EC103 - Ikwezi [Jansenville],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1211,59.55
35,Eastern Cape,EC103 - Ikwezi [Jansenville],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1044,59.55
36,Eastern Cape,EC103 - Ikwezi [Jansenville],INDEPENDENT,WARD,168,59.55
37,Eastern Cape,EC104 - Makana [Grahamstown],AFRICAN NATIONAL CONGRESS,PR,18106,56.1
38,Eastern Cape,EC104 - Makana [Grahamstown],AFRICAN NATIONAL CONGRESS,WARD,17451,56.1
39,Eastern Cape,EC104 - Makana [Grahamstown],AZANIAN PEOPLE'S ORGANISATION,PR,346,56.1
40,Eastern Cape,EC104 - Makana [Grahamstown],AZANIAN PEOPLE'S ORGANISATION,WARD,302,56.1
41,Eastern Cape,EC104 - Makana [Grahamstown],CONGRESS  OF THE PEOPLE,PR,690,56.1
42,Eastern Cape,EC104 - Makana [Grahamstown],CONGRESS  OF THE PEOPLE,WARD,798,56.1
43,Eastern Cape,EC104 - Makana [Grahamstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5074,56.1
44,Eastern Cape,EC104 - Makana [Grahamstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,5035,56.1
45,Eastern Cape,EC104 - Makana [Grahamstown],INDEPENDENT,WARD,130,56.1
46,Eastern Cape,EC104 - Makana [Grahamstown],MAKANA INDEPENDENT NEW DEAL,PR,483,56.1
47,Eastern Cape,EC104 - Makana [Grahamstown],MAKANA INDEPENDENT NEW DEAL,WARD,593,56.1
48,Eastern Cape,EC105 - Ndlambe [Port Alfred],AFRICAN NATIONAL CONGRESS,PR,14481,69.08
49,Eastern Cape,EC105 - Ndlambe [Port Alfred],AFRICAN NATIONAL CONGRESS,WARD,14168,69.08
50,Eastern Cape,EC105 - Ndlambe [Port Alfred],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,6533,69.08
51,Eastern Cape,EC105 - Ndlambe [Port Alfred],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,6016,69.08
52,Eastern Cape,EC105 - Ndlambe [Port Alfred],INDEPENDENT,WARD,1294,69.08
53,Eastern Cape,EC106 - Sundays River Valley [Kirkwood],AFRICAN NATIONAL CONGRESS,PR,11923,62.22
54,Eastern Cape,EC106 - Sundays River Valley [Kirkwood],AFRICAN NATIONAL CONGRESS,WARD,10898,62.22
55,Eastern Cape,EC106 - Sundays River Valley [Kirkwood],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3256,62.22
56,Eastern Cape,EC106 - Sundays River Valley [Kirkwood],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2805,62.22
57,Eastern Cape,EC106 - Sundays River Valley [Kirkwood],INDEPENDENT,WARD,2223,62.22
58,Eastern Cape,EC107 - Baviaans [Willowmore],AFRICAN NATIONAL CONGRESS,PR,2940,71.59
59,Eastern Cape,EC107 - Baviaans [Willowmore],AFRICAN NATIONAL CONGRESS,WARD,2922,71.59
60,Eastern Cape,EC107 - Baviaans [Willowmore],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3629,71.59
61,Eastern Cape,EC107 - Baviaans [Willowmore],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,3644,71.59
62,Eastern Cape,EC108 - Kouga [Humansdorp],AFRICAN NATIONAL CONGRESS,PR,17184,67.36
63,Eastern Cape,EC108 - Kouga [Humansdorp],AFRICAN NATIONAL CONGRESS,WARD,16607,67.36
64,Eastern Cape,EC108 - Kouga [Humansdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,16551,67.36
65,Eastern Cape,EC108 - Kouga [Humansdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,16381,67.36
66,Eastern Cape,EC108 - Kouga [Humansdorp],INDEPENDENT,WARD,1129,67.36
67,Eastern Cape,EC108 - Kouga [Humansdorp],KOUGA 2000,PR,245,67.36
68,Eastern Cape,EC108 - Kouga [Humansdorp],KOUGA 2000,WARD,241,67.36
69,Eastern Cape,EC108 - Kouga [Humansdorp],SOUTH AFRICAN PROGRESSIVE CIVIC ORGANISATION,PR,32,67.36
70,Eastern Cape,EC108 - Kouga [Humansdorp],SOUTH AFRICAN PROGRESSIVE CIVIC ORGANISATION,WARD,36,67.36
71,Eastern Cape,EC108 - Kouga [Humansdorp],VRYHEIDSFRONT PLUS,PR,240,67.36
72,Eastern Cape,EC108 - Kouga [Humansdorp],VRYHEIDSFRONT PLUS,WARD,286,67.36
73,Eastern Cape,EC109 - Kou-Kamma [Kareedouw],AFRICAN NATIONAL CONGRESS,PR,6569,58.06
74,Eastern Cape,EC109 - Kou-Kamma [Kareedouw],AFRICAN NATIONAL CONGRESS,WARD,6516,58.06
75,Eastern Cape,EC109 - Kou-Kamma [Kareedouw],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,4788,58.06
76,Eastern Cape,EC109 - Kou-Kamma [Kareedouw],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4815,58.06
77,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,263,60.93
78,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,277,60.93
79,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN NATIONAL CONGRESS,PR,41962,60.93
80,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN NATIONAL CONGRESS,WARD,39997,60.93
81,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN PEOPLE'S CONVENTION,PR,515,60.93
82,Eastern Cape,EC121 - Mbhashe [Idutywa],AFRICAN PEOPLE'S CONVENTION,WARD,269,60.93
83,Eastern Cape,EC121 - Mbhashe [Idutywa],CONGRESS  OF THE PEOPLE,PR,9086,60.93
84,Eastern Cape,EC121 - Mbhashe [Idutywa],CONGRESS  OF THE PEOPLE,WARD,9026,60.93
85,Eastern Cape,EC121 - Mbhashe [Idutywa],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,678,60.93
86,Eastern Cape,EC121 - Mbhashe [Idutywa],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,654,60.93
87,Eastern Cape,EC121 - Mbhashe [Idutywa],INDEPENDENT,WARD,7256,60.93
88,Eastern Cape,EC121 - Mbhashe [Idutywa],PAN AFRICANIST CONGRESS OF AZANIA,PR,302,60.93
89,Eastern Cape,EC121 - Mbhashe [Idutywa],PAN AFRICANIST CONGRESS OF AZANIA,WARD,243,60.93
90,Eastern Cape,EC121 - Mbhashe [Idutywa],UNITED DEMOCRATIC MOVEMENT,PR,6798,60.93
91,Eastern Cape,EC121 - Mbhashe [Idutywa],UNITED DEMOCRATIC MOVEMENT,WARD,6719,60.93
92,Eastern Cape,EC121 - Mbhashe [Idutywa],UNITED INDEPENDENT FRONT,PR,116,60.93
93,Eastern Cape,EC121 - Mbhashe [Idutywa],UNITED INDEPENDENT FRONT,WARD,165,60.93
94,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,290,57.08
95,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,422,57.08
96,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN NATIONAL CONGRESS,PR,50346,57.08
97,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN NATIONAL CONGRESS,WARD,48440,57.08
98,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN PEOPLE'S CONVENTION,PR,533,57.08
99,Eastern Cape,EC122 - Mnquma [Butterworth],AFRICAN PEOPLE'S CONVENTION,WARD,75,57.08
100,Eastern Cape,EC122 - Mnquma [Butterworth],CONGRESS  OF THE PEOPLE,PR,7445,57.08
101,Eastern Cape,EC122 - Mnquma [Butterworth],CONGRESS  OF THE PEOPLE,WARD,7296,57.08
102,Eastern Cape,EC122 - Mnquma [Butterworth],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2228,57.08
103,Eastern Cape,EC122 - Mnquma [Butterworth],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2287,57.08
104,Eastern Cape,EC122 - Mnquma [Butterworth],INDEPENDENT,WARD,1999,57.08
105,Eastern Cape,EC122 - Mnquma [Butterworth],PAN AFRICANIST CONGRESS OF AZANIA,PR,1053,57.08
106,Eastern Cape,EC122 - Mnquma [Butterworth],PAN AFRICANIST CONGRESS OF AZANIA,WARD,1225,57.08
107,Eastern Cape,EC122 - Mnquma [Butterworth],UNITED DEMOCRATIC MOVEMENT,PR,3968,57.08
108,Eastern Cape,EC122 - Mnquma [Butterworth],UNITED DEMOCRATIC MOVEMENT,WARD,4192,57.08
109,Eastern Cape,EC123 - Great Kei [Komga],AFRICAN NATIONAL CONGRESS,PR,10790,60.46
110,Eastern Cape,EC123 - Great Kei [Komga],AFRICAN NATIONAL CONGRESS,WARD,10579,60.46
111,Eastern Cape,EC123 - Great Kei [Komga],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1962,60.46
112,Eastern Cape,EC123 - Great Kei [Komga],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2103,60.46
113,Eastern Cape,EC124 - Amahlathi [Stutterheim],AFRICAN NATIONAL CONGRESS,PR,29829,59.3
114,Eastern Cape,EC124 - Amahlathi [Stutterheim],AFRICAN NATIONAL CONGRESS,WARD,29355,59.3
115,Eastern Cape,EC124 - Amahlathi [Stutterheim],AFRICAN PEOPLE'S CONVENTION,PR,292,59.3
116,Eastern Cape,EC124 - Amahlathi [Stutterheim],AFRICAN PEOPLE'S CONVENTION,WARD,43,59.3
117,Eastern Cape,EC124 - Amahlathi [Stutterheim],AZANIAN PEOPLE'S ORGANISATION,PR,103,59.3
118,Eastern Cape,EC124 - Amahlathi [Stutterheim],AZANIAN PEOPLE'S ORGANISATION,WARD,47,59.3
119,Eastern Cape,EC124 - Amahlathi [Stutterheim],CATHCART RESIDENTS ASSOCIATION,PR,656,59.3
120,Eastern Cape,EC124 - Amahlathi [Stutterheim],CATHCART RESIDENTS ASSOCIATION,WARD,689,59.3
121,Eastern Cape,EC124 - Amahlathi [Stutterheim],CONGRESS  OF THE PEOPLE,PR,2936,59.3
122,Eastern Cape,EC124 - Amahlathi [Stutterheim],CONGRESS  OF THE PEOPLE,WARD,2743,59.3
123,Eastern Cape,EC124 - Amahlathi [Stutterheim],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1802,59.3
124,Eastern Cape,EC124 - Amahlathi [Stutterheim],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1935,59.3
125,Eastern Cape,EC124 - Amahlathi [Stutterheim],INDEPENDENT,WARD,1082,59.3
126,Eastern Cape,EC124 - Amahlathi [Stutterheim],PAN AFRICANIST CONGRESS OF AZANIA,PR,169,59.3
127,Eastern Cape,EC124 - Amahlathi [Stutterheim],PAN AFRICANIST CONGRESS OF AZANIA,WARD,374,59.3
128,Eastern Cape,EC124 - Amahlathi [Stutterheim],UNITED DEMOCRATIC MOVEMENT,PR,423,59.3
129,Eastern Cape,EC124 - Amahlathi [Stutterheim],UNITED DEMOCRATIC MOVEMENT,WARD,343,59.3
130,Eastern Cape,EC126 - Ngqushwa [Peddie],AFRICAN NATIONAL CONGRESS,PR,18200,47.63
131,Eastern Cape,EC126 - Ngqushwa [Peddie],AFRICAN NATIONAL CONGRESS,WARD,18044,47.63
132,Eastern Cape,EC126 - Ngqushwa [Peddie],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,618,47.63
133,Eastern Cape,EC126 - Ngqushwa [Peddie],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,215,47.63
134,Eastern Cape,EC126 - Ngqushwa [Peddie],PAN AFRICANIST CONGRESS OF AZANIA,PR,252,47.63
135,Eastern Cape,EC126 - Ngqushwa [Peddie],PAN AFRICANIST CONGRESS OF AZANIA,WARD,536,47.63
136,Eastern Cape,EC127 - Nkonkobe [Alice],AFRICAN NATIONAL CONGRESS,PR,31923,59.81
137,Eastern Cape,EC127 - Nkonkobe [Alice],AFRICAN NATIONAL CONGRESS,WARD,29342,59.81
138,Eastern Cape,EC127 - Nkonkobe [Alice],CONGRESS  OF THE PEOPLE,PR,2248,59.81
139,Eastern Cape,EC127 - Nkonkobe [Alice],CONGRESS  OF THE PEOPLE,WARD,2072,59.81
140,Eastern Cape,EC127 - Nkonkobe [Alice],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1834,59.81
141,Eastern Cape,EC127 - Nkonkobe [Alice],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1800,59.81
142,Eastern Cape,EC127 - Nkonkobe [Alice],INDEPENDENT,WARD,3339,59.81
143,Eastern Cape,EC127 - Nkonkobe [Alice],PAN AFRICANIST CONGRESS OF AZANIA,PR,488,59.81
144,Eastern Cape,EC127 - Nkonkobe [Alice],PAN AFRICANIST CONGRESS OF AZANIA,WARD,757,59.81
145,Eastern Cape,EC127 - Nkonkobe [Alice],UNITED DEMOCRATIC MOVEMENT,PR,205,59.81
146,Eastern Cape,EC127 - Nkonkobe [Alice],UNITED DEMOCRATIC MOVEMENT,WARD,19,59.81
147,Eastern Cape,EC128 - Nxuba [Adelaide],ADELAIDE RESIDENTS ASSOCIATION,PR,222,60.74
148,Eastern Cape,EC128 - Nxuba [Adelaide],ADELAIDE RESIDENTS ASSOCIATION,WARD,244,60.74
149,Eastern Cape,EC128 - Nxuba [Adelaide],AFRICAN NATIONAL CONGRESS,PR,4318,60.74
150,Eastern Cape,EC128 - Nxuba [Adelaide],AFRICAN NATIONAL CONGRESS,WARD,4290,60.74
151,Eastern Cape,EC128 - Nxuba [Adelaide],BEDFORD RESIDENTS' ASSOCIATION,PR,48,60.74
152,Eastern Cape,EC128 - Nxuba [Adelaide],BEDFORD RESIDENTS' ASSOCIATION,WARD,63,60.74
153,Eastern Cape,EC128 - Nxuba [Adelaide],CONGRESS  OF THE PEOPLE,PR,301,60.74
154,Eastern Cape,EC128 - Nxuba [Adelaide],CONGRESS  OF THE PEOPLE,WARD,303,60.74
155,Eastern Cape,EC128 - Nxuba [Adelaide],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1528,60.74
156,Eastern Cape,EC128 - Nxuba [Adelaide],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1509,60.74
157,Eastern Cape,EC128 - Nxuba [Adelaide],NXUBA COMMUNITY ORGANISATION,PR,744,60.74
158,Eastern Cape,EC128 - Nxuba [Adelaide],NXUBA COMMUNITY ORGANISATION,WARD,809,60.74
159,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],AFRICAN NATIONAL CONGRESS,PR,11363,57.13
160,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],AFRICAN NATIONAL CONGRESS,WARD,11132,57.13
161,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,5808,57.13
162,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,5755,57.13
163,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],INDEPENDENT,WARD,289,57.13
164,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],UNITED DEMOCRATIC MOVEMENT,PR,207,57.13
165,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],UNITED DEMOCRATIC MOVEMENT,WARD,182,57.13
166,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],VRYHEIDSFRONT PLUS,PR,194,57.13
167,Eastern Cape,EC131 - Inxuba Yethemba [Cradock],VRYHEIDSFRONT PLUS,WARD,281,57.13
168,Eastern Cape,EC132 - Tsolwana [Tarkastad],AFRICAN NATIONAL CONGRESS,PR,7684,65.0
169,Eastern Cape,EC132 - Tsolwana [Tarkastad],AFRICAN NATIONAL CONGRESS,WARD,7405,65.0
170,Eastern Cape,EC132 - Tsolwana [Tarkastad],CONGRESS  OF THE PEOPLE,PR,1296,65.0
171,Eastern Cape,EC132 - Tsolwana [Tarkastad],CONGRESS  OF THE PEOPLE,WARD,644,65.0
172,Eastern Cape,EC132 - Tsolwana [Tarkastad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,973,65.0
173,Eastern Cape,EC132 - Tsolwana [Tarkastad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,751,65.0
174,Eastern Cape,EC132 - Tsolwana [Tarkastad],INDEPENDENT,WARD,1618,65.0
175,Eastern Cape,EC132 - Tsolwana [Tarkastad],UNITED DEMOCRATIC MOVEMENT,PR,142,65.0
176,Eastern Cape,EC132 - Tsolwana [Tarkastad],UNITED DEMOCRATIC MOVEMENT,WARD,26,65.0
177,Eastern Cape,EC133 - Inkwanca [Molteno],AFRICAN NATIONAL CONGRESS,PR,5276,67.14
178,Eastern Cape,EC133 - Inkwanca [Molteno],AFRICAN NATIONAL CONGRESS,WARD,5214,67.14
179,Eastern Cape,EC133 - Inkwanca [Molteno],CONGRESS  OF THE PEOPLE,PR,667,67.14
180,Eastern Cape,EC133 - Inkwanca [Molteno],CONGRESS  OF THE PEOPLE,WARD,708,67.14
181,Eastern Cape,EC133 - Inkwanca [Molteno],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,907,67.14
182,Eastern Cape,EC133 - Inkwanca [Molteno],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,955,67.14
183,Eastern Cape,EC133 - Inkwanca [Molteno],UNITED DEMOCRATIC MOVEMENT,PR,33,67.14
184,Eastern Cape,EC134 - Lukhanji [Queenstown],AFRICAN NATIONAL CONGRESS,PR,39655,56.15
185,Eastern Cape,EC134 - Lukhanji [Queenstown],AFRICAN NATIONAL CONGRESS,WARD,38507,56.15
186,Eastern Cape,EC134 - Lukhanji [Queenstown],CONGRESS  OF THE PEOPLE,PR,2194,56.15
187,Eastern Cape,EC134 - Lukhanji [Queenstown],CONGRESS  OF THE PEOPLE,WARD,880,56.15
188,Eastern Cape,EC134 - Lukhanji [Queenstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,4807,56.15
189,Eastern Cape,EC134 - Lukhanji [Queenstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4369,56.15
190,Eastern Cape,EC134 - Lukhanji [Queenstown],INDEPENDENT,WARD,380,56.15
191,Eastern Cape,EC134 - Lukhanji [Queenstown],NATIONAL FREEDOM PARTY,PR,84,56.15
192,Eastern Cape,EC134 - Lukhanji [Queenstown],NATIONAL FREEDOM PARTY,WARD,22,56.15
193,Eastern Cape,EC134 - Lukhanji [Queenstown],PAN AFRICANIST CONGRESS OF AZANIA,PR,360,56.15
194,Eastern Cape,EC134 - Lukhanji [Queenstown],PAN AFRICANIST CONGRESS OF AZANIA,WARD,384,56.15
195,Eastern Cape,EC134 - Lukhanji [Queenstown],PAN AFRICANIST MOVEMENT,PR,151,56.15
196,Eastern Cape,EC134 - Lukhanji [Queenstown],PAN AFRICANIST MOVEMENT,WARD,357,56.15
197,Eastern Cape,EC134 - Lukhanji [Queenstown],PEOPLE'S DEMOCRATIC PARTY,PR,60,56.15
198,Eastern Cape,EC134 - Lukhanji [Queenstown],PEOPLE'S DEMOCRATIC PARTY,WARD,107,56.15
199,Eastern Cape,EC134 - Lukhanji [Queenstown],UNITED DEMOCRATIC MOVEMENT,PR,897,56.15
200,Eastern Cape,EC134 - Lukhanji [Queenstown],UNITED DEMOCRATIC MOVEMENT,WARD,1170,56.15
201,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],AFRICAN NATIONAL CONGRESS,PR,37956,61.86
202,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],AFRICAN NATIONAL CONGRESS,WARD,37165,61.86
203,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],AFRICAN PEOPLE'S CONVENTION,PR,360,61.86
204,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],AFRICAN PEOPLE'S CONVENTION,WARD,217,61.86
205,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],CONGRESS  OF THE PEOPLE,PR,1958,61.86
206,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],CONGRESS  OF THE PEOPLE,WARD,1908,61.86
207,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,445,61.86
208,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,504,61.86
209,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],INKATHA FREEDOM PARTY,WARD,55,61.86
210,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],NATIONAL FREEDOM PARTY,WARD,16,61.86
211,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],PAN AFRICANIST CONGRESS OF AZANIA,PR,555,61.86
212,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],PAN AFRICANIST CONGRESS OF AZANIA,WARD,517,61.86
213,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],PAN AFRICANIST MOVEMENT,PR,220,61.86
214,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],PAN AFRICANIST MOVEMENT,WARD,276,61.86
215,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],UNITED DEMOCRATIC MOVEMENT,PR,1466,61.86
216,Eastern Cape,EC135 - Intsika Yethu [Cofimvaba],UNITED DEMOCRATIC MOVEMENT,WARD,1656,61.86
217,Eastern Cape,EC136 - Emalahleni [Lady Frere],AFRICAN NATIONAL CONGRESS,PR,29916,64.42
218,Eastern Cape,EC136 - Emalahleni [Lady Frere],AFRICAN NATIONAL CONGRESS,WARD,28521,64.42
219,Eastern Cape,EC136 - Emalahleni [Lady Frere],CONGRESS  OF THE PEOPLE,PR,1086,64.42
220,Eastern Cape,EC136 - Emalahleni [Lady Frere],CONGRESS  OF THE PEOPLE,WARD,500,64.42
221,Eastern Cape,EC136 - Emalahleni [Lady Frere],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1622,64.42
222,Eastern Cape,EC136 - Emalahleni [Lady Frere],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1217,64.42
223,Eastern Cape,EC136 - Emalahleni [Lady Frere],INDEPENDENT,WARD,3288,64.42
224,Eastern Cape,EC136 - Emalahleni [Lady Frere],PAN AFRICANIST CONGRESS OF AZANIA,PR,423,64.42
