,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
1470,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,9060,60.68
1471,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,8560,60.68
1472,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],INDEPENDENT,WARD,3673,60.68
1473,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],INKATHA FREEDOM PARTY,PR,14938,60.68
1474,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],INKATHA FREEDOM PARTY,WARD,15275,60.68
1475,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],NATIONAL FREEDOM PARTY,PR,8246,60.68
1476,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],NATIONAL FREEDOM PARTY,WARD,8551,60.68
1477,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],SOUTH AFRICAN DEMOCRATIC CONGRESS,PR,182,60.68
1478,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],SOUTH AFRICAN DEMOCRATIC CONGRESS,WARD,164,60.68
1479,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],VRYHEIDSFRONT PLUS,PR,288,60.68
1480,KwaZulu-Natal,KZN282 - uMhlathuze [Richards Bay],VRYHEIDSFRONT PLUS,WARD,746,60.68
1481,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],AFRICAN NATIONAL CONGRESS,PR,9297,65.22
1482,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],AFRICAN NATIONAL CONGRESS,WARD,8657,65.22
1483,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],INDEPENDENT,WARD,584,65.22
1484,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],INKATHA FREEDOM PARTY,PR,7423,65.22
1485,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],INKATHA FREEDOM PARTY,WARD,7468,65.22
1486,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],NATIONAL FREEDOM PARTY,PR,3802,65.22
1487,KwaZulu-Natal,KZN283 - Ntambana [Ntambana],NATIONAL FREEDOM PARTY,WARD,3840,65.22
1488,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],AFRICAN NATIONAL CONGRESS,PR,27446,63.45
1489,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],AFRICAN NATIONAL CONGRESS,WARD,26262,63.45
1490,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1588,63.45
1491,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,318,63.45
1492,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],INDEPENDENT,WARD,993,63.45
1493,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],INKATHA FREEDOM PARTY,PR,19888,63.45
1494,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],INKATHA FREEDOM PARTY,WARD,20859,63.45
1495,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],NATIONAL FREEDOM PARTY,PR,10172,63.45
1496,KwaZulu-Natal,KZN284 - uMlalazi [Eshowe],NATIONAL FREEDOM PARTY,WARD,10612,63.45
1497,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,56,63.88
1498,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,61,63.88
1499,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],AFRICAN NATIONAL CONGRESS,PR,5737,63.88
1500,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],AFRICAN NATIONAL CONGRESS,WARD,5721,63.88
1501,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,213,63.88
1502,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,169,63.88
1503,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],INKATHA FREEDOM PARTY,PR,6229,63.88
1504,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],INKATHA FREEDOM PARTY,WARD,6197,63.88
1505,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],NATIONAL FREEDOM PARTY,PR,1373,63.88
1506,KwaZulu-Natal,KZN285 - Mthonjaneni [Melmoth],NATIONAL FREEDOM PARTY,WARD,1449,63.88
1507,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],AFRICAN NATIONAL CONGRESS,PR,12320,62.14
1508,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],AFRICAN NATIONAL CONGRESS,WARD,12084,62.14
1509,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],INKATHA FREEDOM PARTY,PR,13619,62.14
1510,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],INKATHA FREEDOM PARTY,WARD,13739,62.14
1511,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],NATIONAL FREEDOM PARTY,PR,3691,62.14
1512,KwaZulu-Natal,KZN286 - Nkandla [Nkandla],NATIONAL FREEDOM PARTY,WARD,3791,62.14
1513,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,117,61.89
1514,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,118,61.89
1515,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN NATIONAL CONGRESS,PR,24128,61.89
1516,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN NATIONAL CONGRESS,WARD,23629,61.89
1517,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN PEOPLE'S CONVENTION,PR,257,61.89
1518,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AFRICAN PEOPLE'S CONVENTION,WARD,283,61.89
1519,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AZANIAN PEOPLE'S ORGANISATION,PR,160,61.89
1520,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],AZANIAN PEOPLE'S ORGANISATION,WARD,154,61.89
1521,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],CONGRESS  OF THE PEOPLE,PR,81,61.89
1522,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],CONGRESS  OF THE PEOPLE,WARD,134,61.89
1523,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1081,61.89
1524,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1125,61.89
1525,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],INKATHA FREEDOM PARTY,PR,4558,61.89
1526,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],INKATHA FREEDOM PARTY,WARD,4596,61.89
1527,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],NATIONAL FREEDOM PARTY,PR,5853,61.89
1528,KwaZulu-Natal,KZN291 - Mandeni [Mandeni],NATIONAL FREEDOM PARTY,WARD,6230,61.89
1529,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1193,62.14
1530,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1296,62.14
1531,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],AFRICAN NATIONAL CONGRESS,PR,45281,62.14
1532,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],AFRICAN NATIONAL CONGRESS,WARD,42800,62.14
1533,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],CONGRESS  OF THE PEOPLE,PR,388,62.14
1534,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],CONGRESS  OF THE PEOPLE,WARD,398,62.14
1535,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,9467,62.14
1536,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,8489,62.14
1537,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],FEDERAL CONGRESS,PR,77,62.14
1538,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],FEDERAL CONGRESS,WARD,7,62.14
1539,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],INDEPENDENT,WARD,2966,62.14
1540,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],INKATHA FREEDOM PARTY,PR,4681,62.14
1541,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],INKATHA FREEDOM PARTY,WARD,4829,62.14
1542,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],MINORITY FRONT,PR,667,62.14
1543,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],MINORITY FRONT,WARD,645,62.14
1544,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],NATIONAL FREEDOM PARTY,PR,2331,62.14
1545,KwaZulu-Natal,KZN292 - KwaDukuza [Stanger],NATIONAL FREEDOM PARTY,WARD,2328,62.14
1546,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AFRICAN NATIONAL CONGRESS,PR,27553,65.76
1547,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AFRICAN NATIONAL CONGRESS,WARD,26558,65.76
1548,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AFRICAN PEOPLE'S CONVENTION,PR,388,65.76
1549,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AFRICAN PEOPLE'S CONVENTION,WARD,370,65.76
1550,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AZANIAN PEOPLE'S ORGANISATION,PR,209,65.76
1551,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],AZANIAN PEOPLE'S ORGANISATION,WARD,143,65.76
1552,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],CONGRESS  OF THE PEOPLE,PR,191,65.76
1553,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],CONGRESS  OF THE PEOPLE,WARD,194,65.76
1554,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,628,65.76
1555,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,747,65.76
1556,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],INDEPENDENT,WARD,591,65.76
1557,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],INKATHA FREEDOM PARTY,PR,5700,65.76
1558,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],INKATHA FREEDOM PARTY,WARD,5872,65.76
1559,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],NATIONAL FREEDOM PARTY,PR,5589,65.76
1560,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],NATIONAL FREEDOM PARTY,WARD,5823,65.76
1561,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],SOUTH AFRICAN DEMOCRATIC CONGRESS,PR,101,65.76
1562,KwaZulu-Natal,KZN293 - Ndwedwe [Ndwedwe],SOUTH AFRICAN DEMOCRATIC CONGRESS,WARD,95,65.76
1563,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,130,64.25
1564,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,172,64.25
1565,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],AFRICAN NATIONAL CONGRESS,PR,14800,64.25
1566,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],AFRICAN NATIONAL CONGRESS,WARD,14489,64.25
1567,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],CONGRESS  OF THE PEOPLE,PR,136,64.25
1568,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],CONGRESS  OF THE PEOPLE,WARD,127,64.25
1569,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,155,64.25
1570,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,84,64.25
1571,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],INKATHA FREEDOM PARTY,PR,10088,64.25
1572,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],INKATHA FREEDOM PARTY,WARD,10177,64.25
1573,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],NATIONAL FREEDOM PARTY,PR,1708,64.25
1574,KwaZulu-Natal,KZN294 - Maphumulo [Maphumulo],NATIONAL FREEDOM PARTY,WARD,1827,64.25
1575,KwaZulu-Natal,KZN431 - Ingwe [Creighton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,250,64.02
1576,KwaZulu-Natal,KZN431 - Ingwe [Creighton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,329,64.02
1577,KwaZulu-Natal,KZN431 - Ingwe [Creighton],AFRICAN NATIONAL CONGRESS,PR,20588,64.02
1578,KwaZulu-Natal,KZN431 - Ingwe [Creighton],AFRICAN NATIONAL CONGRESS,WARD,19846,64.02
1579,KwaZulu-Natal,KZN431 - Ingwe [Creighton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,776,64.02
1580,KwaZulu-Natal,KZN431 - Ingwe [Creighton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,517,64.02
1581,KwaZulu-Natal,KZN431 - Ingwe [Creighton],INDEPENDENT,WARD,916,64.02
1582,KwaZulu-Natal,KZN431 - Ingwe [Creighton],INKATHA FREEDOM PARTY,PR,3140,64.02
1583,KwaZulu-Natal,KZN431 - Ingwe [Creighton],INKATHA FREEDOM PARTY,WARD,3183,64.02
1584,KwaZulu-Natal,KZN431 - Ingwe [Creighton],NATIONAL FREEDOM PARTY,PR,3038,64.02
1585,KwaZulu-Natal,KZN431 - Ingwe [Creighton],NATIONAL FREEDOM PARTY,WARD,2869,64.02
1586,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,22,65.32
1587,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,22,65.32
1588,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],AFRICAN NATIONAL CONGRESS,PR,2800,65.32
1589,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],AFRICAN NATIONAL CONGRESS,WARD,2611,65.32
1590,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],CONGRESS  OF THE PEOPLE,PR,25,65.32
1591,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],CONGRESS  OF THE PEOPLE,WARD,18,65.32
1592,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,995,65.32
1593,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,996,65.32
1594,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],INDEPENDENT,WARD,180,65.32
1595,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],INKATHA FREEDOM PARTY,PR,95,65.32
1596,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],INKATHA FREEDOM PARTY,WARD,85,65.32
1597,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],NATIONAL FREEDOM PARTY,PR,193,65.32
1598,KwaZulu-Natal,KZN432 - Kwa Sani [Underberg],NATIONAL FREEDOM PARTY,WARD,205,65.32
1599,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,129,62.36
1600,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,138,62.36
1601,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN INDEPENDENT CONGRESS,PR,1465,62.36
1602,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN INDEPENDENT CONGRESS,WARD,182,62.36
1603,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN NATIONAL CONGRESS,PR,14401,62.36
1604,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],AFRICAN NATIONAL CONGRESS,WARD,15467,62.36
1605,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],CONGRESS  OF THE PEOPLE,PR,446,62.36
1606,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],CONGRESS  OF THE PEOPLE,WARD,475,62.36
1607,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,3178,62.36
1608,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,3277,62.36
1609,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],INDEPENDENT,WARD,236,62.36
1610,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],INKATHA FREEDOM PARTY,PR,76,62.36
1611,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],INKATHA FREEDOM PARTY,WARD,100,62.36
1612,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],UNITED DEMOCRATIC MOVEMENT,PR,115,62.36
1613,KwaZulu-Natal,KZN433 - Greater Kokstad [Kokstad],UNITED DEMOCRATIC MOVEMENT,WARD,63,62.36
1614,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,153,62.77
1615,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,168,62.77
1616,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],AFRICAN NATIONAL CONGRESS,PR,20110,62.77
1617,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],AFRICAN NATIONAL CONGRESS,WARD,19824,62.77
1618,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1065,62.77
1619,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1146,62.77
1620,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],INKATHA FREEDOM PARTY,PR,2015,62.77
1621,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],INKATHA FREEDOM PARTY,WARD,2053,62.77
1622,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],NATIONAL FREEDOM PARTY,PR,3182,62.77
1623,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],NATIONAL FREEDOM PARTY,WARD,3496,62.77
1624,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],UNITED DEMOCRATIC MOVEMENT,PR,93,62.77
1625,KwaZulu-Natal,KZN434 - Ubuhlebezwe [Ixopo],UNITED DEMOCRATIC MOVEMENT,WARD,30,62.77
1626,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,113,63.91
1627,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,255,63.91
1628,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],AFRICAN NATIONAL CONGRESS,PR,43121,63.91
1629,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],AFRICAN NATIONAL CONGRESS,WARD,41263,63.91
1630,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],CONGRESS  OF THE PEOPLE,PR,499,63.91
1631,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],CONGRESS  OF THE PEOPLE,WARD,312,63.91
1632,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,567,63.91
1633,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,673,63.91
1634,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],INDEPENDENT,WARD,1553,63.91
1635,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],INKATHA FREEDOM PARTY,PR,735,63.91
1636,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],INKATHA FREEDOM PARTY,WARD,898,63.91
1637,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],NATIONAL FREEDOM PARTY,PR,1804,63.91
1638,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],NATIONAL FREEDOM PARTY,WARD,1844,63.91
1639,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],UNITED DEMOCRATIC MOVEMENT,PR,257,63.91
1640,KwaZulu-Natal,KZN435 - Umzimkhulu [Umzimkulu],UNITED DEMOCRATIC MOVEMENT,WARD,165,63.91
1641,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,762,55.55
1642,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,675,55.55
1643,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN DEMOCRATIC CHANGE,PR,300,55.55
1644,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN DEMOCRATIC CHANGE,WARD,326,55.55
1645,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN NATIONAL CONGRESS,PR,50543,55.55
1646,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN NATIONAL CONGRESS,WARD,47462,55.55
1647,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN PEOPLE'S CONVENTION,PR,529,55.55
1648,Limpopo,LIM331 - Greater Giyani [Giyani],AFRICAN PEOPLE'S CONVENTION,WARD,196,55.55
1649,Limpopo,LIM331 - Greater Giyani [Giyani],CONGRESS  OF THE PEOPLE,WARD,1650,55.55
1650,Limpopo,LIM331 - Greater Giyani [Giyani],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1853,55.55
1651,Limpopo,LIM331 - Greater Giyani [Giyani],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1508,55.55
1652,Limpopo,LIM331 - Greater Giyani [Giyani],INDEPENDENT,WARD,7304,55.55
1653,Limpopo,LIM331 - Greater Giyani [Giyani],NATIONAL FREEDOM PARTY,PR,270,55.55
1654,Limpopo,LIM331 - Greater Giyani [Giyani],NATIONAL FREEDOM PARTY,WARD,24,55.55
1655,Limpopo,LIM331 - Greater Giyani [Giyani],UNITED DEMOCRATIC MOVEMENT,PR,1552,55.55
1656,Limpopo,LIM331 - Greater Giyani [Giyani],UNITED DEMOCRATIC MOVEMENT,WARD,382,55.55
1657,Limpopo,LIM331 - Greater Giyani [Giyani],XIMOKO PARTY,PR,4561,55.55
1658,Limpopo,LIM331 - Greater Giyani [Giyani],XIMOKO PARTY,WARD,1145,55.55
1659,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,416,56.03
1660,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,285,56.03
1661,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN NATIONAL CONGRESS,PR,47427,56.03
1662,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN NATIONAL CONGRESS,WARD,46472,56.03
1663,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN PEOPLE'S CONVENTION,PR,303,56.03
1664,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],AFRICAN PEOPLE'S CONVENTION,WARD,72,56.03
1665,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],CONGRESS  OF THE PEOPLE,PR,4022,56.03
1666,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],CONGRESS  OF THE PEOPLE,WARD,4030,56.03
1667,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1106,56.03
1668,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1103,56.03
1669,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],INDEPENDENT,WARD,1178,56.03
1670,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,179,56.03
1671,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,254,56.03
1672,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],UNITED DEMOCRATIC MOVEMENT,PR,210,56.03
1673,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],UNITED DEMOCRATIC MOVEMENT,WARD,219,56.03
1674,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],XIMOKO PARTY,PR,117,56.03
1675,Limpopo,LIM332 - Greater Letaba [Duiwelskloof],XIMOKO PARTY,WARD,100,56.03
1676,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,733,52.61
1677,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,414,52.61
1678,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN NATIONAL CONGRESS,PR,73699,52.61
1679,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN NATIONAL CONGRESS,WARD,69809,52.61
1680,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN PEOPLE'S CONVENTION,PR,1106,52.61
1681,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AFRICAN PEOPLE'S CONVENTION,WARD,726,52.61
1682,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AZANIAN PEOPLE'S ORGANISATION,PR,331,52.61
1683,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],AZANIAN PEOPLE'S ORGANISATION,WARD,251,52.61
1684,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],CONGRESS  OF THE PEOPLE,PR,2140,52.61
1685,Limpopo,LIM333 - Greater Tzaneen [Tzaneen],CONGRESS  OF THE PEOPLE,WARD,1660,52.61
